1 1 1:0.35 2:0.34 4:0.54 5:0.4 7:0.6 8:0.6 10:0.6 11:0.6 13:0.45 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
59 2 45:0.23 66:0.28 127:0.42 228:0.48 280:0.54 337:0.54 365:0.6 366:0.6 367:0.51 369:0.6 370:0.6 371:0.54 372:0.6 		nhiệt_liệt ủng_hộ vì cái chung để có được tp sạch đẹp văn_minh phải làm ngay hôm_nay để ngày_mai chúng_ta và con_cháu được hưởng 
60 1 45:0.23 49:0.27 66:0.28 195:0.43 196:0.43 259:0.4 325:0.57 332:0.39 		tôi rất ủng_hộ cách làm bác hải việt nam rất cần những người như bác 
61 1 45:0.23 72:0.76 102:0.37 346:0.45 374:0.6 375:0.6 		dân chúng_tôi ủng_hộ anh chúc anh sức_khoẻ
62 1 45:0.23 49:0.27 61:0.45 67:0.66 128:0.28 230:0.45 282:0.54 346:0.45 367:0.51 378:0.6 379:0.54 		chúng_tôi rất ủng_hộ việc này vừa phục_vụ người đi bộ quan_trọng hơn là mỹ_quan thành_phố sẽ đẹp hơn 
63 1 64:0.43 77:0.37 194:0.51 380:0.54 381:0.54 		sáng ra thấy tin này là phấn_khởi hẳn 
64 1 174:0.45 325:0.36 332:0.39 		cảm_ơn bác hải 
65 1 1:0.35 2:0.34 21:0.21 49:0.27 59:0.51 61:0.45 128:0.28 132:0.31 177:0.48 184:0.42 186:0.42 362:0.34 382:0.54 383:0.6 385:0.95 386:0.6 387:0.54 388:0.95 391:0.51 392:0.6 393:0.6 394:0.6 395:0.6 396:0.54 397:0.6 398:0.54 399:0.6 		thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
66 1 66:0.28 128:0.28 190:0.37 210:0.54 325:0.36 326:0.45 343:0.51 		đúng hướng rồi làm mạnh đi các bác ơi 
67 1 45:0.23 400:0.6 		rất ủng_hộ phương_án này
68 1 39:0.37 78:0.51 79:0.27 97:0.42 102:0.37 113:0.37 136:0.31 153:0.54 177:0.48 227:0.43 229:0.54 252:0.48 278:0.49 319:0.43 323:0.43 361:0.48 367:0.51 396:0.86 401:0.48 402:0.54 403:0.6 404:0.6 405:0.54 406:0.6 407:0.6 408:0.6 409:0.48 410:0.72 411:0.6 412:0.6 413:0.43 414:0.54 415:0.6 416:0.6 417:0.6 418:0.6 419:0.6 420:0.43 421:0.6 422:0.6 424:0.6 		nghe mừng quá hợp lòng dân hoan_nghênh các lãnh_đạo địa_phương hết_lòng với chủ_trương đúng_đắn nầy không biết quận tân phú thế_nào ? đường lb b con đường đẹp nhất quận có triển_khai không ? các cửa_tiệm buôn_bán tự lấn_chiếm hết vĩa hè của mình còn lấn luôn của nhà kế bên một_cách ngang_nhiên 
69 1 45:0.23 66:0.28 102:0.59 425:0.95 426:0.6 427:0.48 428:0.54 		toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
70 1 45:0.46 66:0.28 278:0.31 323:0.43 326:0.45 429:0.6 430:0.6 		ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
71 1 15:0.45 45:0.23 67:0.42 80:0.51 127:0.42 140:0.51 186:0.42 220:0.37 227:0.43 431:0.6 432:0.51 433:0.6 434:0.6 435:0.36 436:0.6 437:0.54 438:0.48 439:0.54 440:0.6 441:0.6 		rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
72 1 184:0.42 264:0.39 332:0.39 341:0.51 342:0.51 362:0.34 380:0.54 382:0.54 442:0.6 443:0.6 444:0.42 		rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
73 1 66:0.28 190:0.37 195:0.43 196:0.43 306:0.48 410:0.45 445:0.6 446:0.45 447:0.54 448:0.6 		cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
74 1 5:0.4 21:0.21 45:0.23 147:0.51 186:0.42 413:0.43 414:0.54 449:0.48 450:0.6 451:0.54 452:0.43 		con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
75 1 2:0.34 5:0.4 79:0.27 113:0.37 343:0.51 410:0.45 446:0.45 452:0.43 453:0.6 		tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
76 1 227:0.43 454:0.51 455:0.6 		rất hoan_nghênh nhưng đừng để đội_giá
77 1 2:0.69 39:0.37 79:0.27 184:0.42 186:0.42 274:0.39 410:0.45 446:0.45 447:0.54 452:0.43 456:0.51 457:0.6 458:0.6 459:0.6 		tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
78 1 20:0.51 190:0.37 192:0.54 262:0.37 460:0.51 461:0.51 462:0.6 		rất tuyệt nhưng phải sử_dụng đúng đủ vốn đầu_tư  
79 1 46:0.36 463:0.54 464:0.54 465:0.54 466:0.6 		lời_nói của bộ_trưởng quả chí_lý dĩ_hòa_vi_quý mà 
80 1 46:0.36 224:0.51 463:0.54 464:0.54 465:0.54 467:0.6 468:0.6 469:0.6 470:0.6 		lời_nói của bộ_trưởng quả chí_lý tránh voi không xấu mặt chuột 
81 1 5:0.4 13:0.45 127:0.42 224:0.51 307:0.36 328:0.54 437:0.54 438:0.48 471:0.6 472:0.6 473:0.6 474:0.6 475:0.6 		đồng_ý là tránh khiêu_khích các hacker nước_ngoài nhưng chúng_ta nên cần luôn_luôn nâng cao cảnh_giác để phòng_tránh và bảo_vệ đất_nước 
82 1 46:0.36 190:0.37 314:0.39 476:0.6 		bộ_trưởng nói rất đúng không nên manh_động 
83 2 477:0.6 478:0.6 		vỗ_tay quá_trời
84 1 45:0.23 92:0.34 227:0.43 452:0.43 479:0.6 		phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
85 1 480:0.6 481:0.6 		rất chặt_chẽ và nghiêm_khắc
86 1 45:0.23 		ủng_hộ
87 1 45:0.23 		phải vậy tôi rất ủng_hộ
88 1 211:0.3 		hay
89 1 63:0.54 196:0.43 307:0.36 482:0.6 		tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
90 1 45:0.23 483:0.45 484:0.51 485:0.6 486:0.6 487:0.6 488:0.95 		tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
91 1 190:0.37 264:0.39 314:0.39 		ông nói đúng 
92 1 21:0.21 489:0.6 490:0.6 491:0.54 		1000 like cho trump
93 1 2:0.34 190:0.37 325:0.36 348:0.51 491:0.54 492:0.6 493:0.6 494:0.6 495:0.54 496:0.54 497:0.6 		đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
94 1 21:0.21 39:0.37 78:0.51 98:0.4 132:0.62 159:0.54 171:0.51 197:0.39 213:0.54 220:0.37 498:0.6 499:0.54 500:0.6 501:0.51 502:0.6 503:0.6 504:0.54 505:0.6 506:0.95 507:0.6 508:0.95 509:0.6 510:0.48 511:0.6 512:0.6 513:0.51 		một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
95 1 21:0.21 38:0.4 102:0.37 		vậy có phải là tốt cho dân không
96 1 79:0.27 113:0.37 131:0.42 211:0.3 420:0.43 514:0.54 		hay quá mình cũng sắp mua nhà 
97 1 1:0.35 2:0.54 132:0.31 222:0.51 269:0.48 270:0.48 515:0.6 516:0.54 		tuyệt_vời thật tuyệt_vời một hành_động mang tính tích_cực và rất nhân_văn 
98 1 43:0.45 45:0.23 122:0.37 186:0.42 405:0.54 451:0.54 516:0.54 517:0.48 518:0.51 519:0.6 520:0.6 521:0.6 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
99 1 2:0.34 39:0.37 195:0.43 196:0.43 230:0.45 256:0.54 499:0.54 517:0.48 518:0.51 522:0.6 523:0.6 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
100 1 49:0.27 66:0.45 132:0.31 228:0.48 259:0.4 306:0.48 307:0.36 517:0.48 518:0.51 524:0.6 525:0.6 526:0.6 527:0.6 528:0.6 		tôi hoàn_toàn đồng_ý với cách làm của tp đà nẵng phàm làm người cần phải có một tấm_lòng bao_dung độ_lượng và vị_tha 
101 2 142:0.42 529:0.51 		không_thể chấp_nhận
102 2 39:0.37 132:0.62 197:0.39 220:0.37 274:0.39 316:0.51 346:0.45 401:0.48 432:0.51 530:0.51 531:0.6 532:0.6 533:0.6 534:0.6 535:0.6 536:0.6 537:0.6 538:0.6 539:0.6 540:0.6 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.28 129:0.51 184:0.42 262:0.37 435:0.36 444:0.42 541:0.6 542:0.51 543:0.51 544:0.72 545:0.54 546:0.6 547:0.54 548:0.6 549:0.54 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 550:0.42 551:0.45 		không hiểu nổi 
105 2 13:0.45 21:0.21 297:0.54 305:0.51 427:0.48 552:0.48 553:0.48 554:0.95 555:0.54 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:0.35 21:0.21 118:0.76 121:0.42 128:0.45 131:0.42 132:0.31 136:0.31 247:0.51 254:0.72 275:0.35 281:0.45 319:0.69 556:0.78 557:0.81 558:0.81 559:0.51 560:0.95 561:0.6 564:0.51 565:0.6 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 444:0.66 530:0.51 553:0.48 556:0.39 557:0.51 558:0.51 566:0.6 567:0.54 568:0.4 569:0.51 570:0.54 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 80:0.51 118:0.48 132:0.31 261:0.45 262:0.37 264:0.39 269:0.48 278:0.31 409:0.48 544:0.45 556:0.78 569:0.51 570:0.54 571:0.6 572:0.6 573:0.6 574:0.42 576:0.95 577:0.6 578:0.6 579:0.54 580:0.6 581:0.6 582:0.54 583:0.6 584:0.6 585:0.54 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:0.45 128:0.45 211:0.3 275:0.35 278:0.49 281:0.45 556:0.39 557:0.51 558:0.51 564:0.51 567:0.54 569:0.51 574:0.42 586:0.81 587:0.6 588:0.6 589:0.54 590:0.48 591:0.39 592:0.6 593:0.6 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 568:0.4 594:0.54 		thôi xong
111 2 21:0.42 61:0.45 62:0.51 69:0.42 77:0.37 92:0.54 102:0.37 119:0.48 128:0.45 142:0.42 162:0.54 186:0.42 197:0.39 339:0.42 363:0.45 446:0.91 504:0.54 513:0.51 514:0.54 585:0.54 595:0.42 596:0.45 597:0.96 598:0.6 599:0.95 600:0.6 601:0.6 602:0.54 603:0.54 604:0.6 605:0.54 606:0.6 607:0.54 608:0.51 609:0.51 610:0.6 611:0.6 612:0.6 613:0.43 614:0.54 615:0.86 616:0.6 617:0.6 618:0.6 619:0.6 620:0.54 621:0.54 622:0.6 623:0.6 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.27 113:0.37 420:0.43 624:0.6 625:0.6 626:0.48 627:0.6 628:0.54 629:0.6 630:0.6 631:0.6 632:0.6 633:0.6 634:0.95 635:0.6 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.21 54:0.54 92:0.34 98:0.4 122:0.37 136:0.31 205:0.86 281:0.45 316:0.51 325:0.36 339:0.42 597:0.48 602:0.54 603:1.09 613:0.43 636:0.54 637:0.96 638:0.6 639:0.54 640:0.95 641:0.95 642:0.6 644:0.69 645:0.6 646:0.6 647:0.95 648:0.45 649:0.54 650:0.6 651:0.6 652:0.48 653:0.6 654:0.6 655:0.6 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.48 49:0.54 62:0.51 69:0.66 79:0.27 98:0.4 128:0.28 132:0.31 143:0.54 155:0.51 275:0.35 278:0.49 323:0.43 338:0.51 387:0.54 432:0.51 456:0.51 591:0.39 596:1.28 608:0.51 609:0.51 613:0.43 637:0.48 649:0.54 652:0.48 656:0.54 657:0.6 658:0.6 659:0.6 660:0.6 661:0.6 662:0.6 663:0.6 664:0.6 665:0.6 666:0.6 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.21 39:0.37 42:0.4 49:0.27 66:0.28 69:0.42 92:0.54 96:0.54 102:0.37 128:0.45 136:0.31 137:0.54 275:0.35 303:0.76 449:0.76 483:0.45 551:0.45 591:0.39 596:0.91 620:0.54 628:0.54 648:0.45 667:0.6 668:0.96 669:0.54 670:0.6 671:0.6 672:0.6 673:0.43 674:0.6 675:0.6 676:0.6 677:0.6 678:0.6 679:0.54 680:0.6 681:0.54 682:0.48 683:0.6 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:0.48 591:0.39 668:0.48 684:0.51 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:0.4 278:0.31 435:0.36 542:0.51 613:0.43 685:0.48 687:0.6 688:0.6 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
