1 1 1:0.09 2:0.08 4:0.13 5:0.1 7:0.15 8:0.15 10:0.15 11:0.15 13:0.11 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
12 1 1:0.02 70:0.03 72:0.03 97:0.02 101:0.02 102:0.03 103:0.03 104:0.03 105:0.07 106:0.03 107:0.03 108:0.03 109:0.03 110:0.03 111:0.03 112:0.02 113:0.03 115:0.03 116:0.03 118:0.03 119:0.03 120:0.03 121:0.02 122:0.02 123:0.03 124:0.03 125:0.07 126:0.03 127:0.02 128:0.01 129:0.06 130:0.03 131:0.02 132:0.02 133:0.03 136:0.02 137:0.03 		hoan_hô công_an vì dân bắc được bọn buôn chất tạo nạc vì lợi_ích của bản_thân mà bán những chất đầu_độc nhân_dân mình tôi đề_nghị nên tử_hình những kẻ này và phạt thật nặng điều_tra thêm về rau ngâm hóa_chất nửa để chúng_ta đi ăn hoạc mua một món gì không còn sợ ăn hóa_chất nữa 
13 1 70:0.04 82:0.05 91:0.03 97:0.04 105:0.11 106:0.05 110:0.05 113:0.05 118:0.04 140:0.1 142:0.04 143:0.05 144:0.06 145:0.04 146:0.06 147:0.05 148:0.06 150:0.05 151:0.06 152:0.05 153:0.05 154:0.06 155:0.05 156:0.06 		hoan_hô sự quyết_liệt này đây không_thể gọi_là chất tạo nạc mà phải gọi nó là chất đầu_độc đồng_loại tôi đề_nghị đưa tội_danh này có mức phạt hình_sự ngang với tội buôn_bán ma_túy có thế mới thực_sự là quyết_liệt 
14 1 70:0.4 71:0.4 157:0.45 158:0.5 		hoan_hô mấy anh cảnh_sát
15 1 2:0.02 5:0.03 21:0.03 38:0.03 159:0.04 160:0.05 161:0.05 162:0.04 163:0.04 164:0.13 165:0.1 166:0.05 167:0.05 168:0.09 169:0.05 171:0.04 172:0.04 173:0.05 174:0.03 175:0.05 176:0.05 177:0.04 178:0.04 180:0.05 181:0.04 184:0.03 		tuyệt_vời tôi hy_vọng đây sẽ là bước đột_phá giúp thu_hút nhân_tài để cống_hiến cho đất_nước trí_tuệ là vô_giá các nhân_tài hãy vì dân_tộc mà cống_hiến nhiều hơn_nữa những phát_minh sáng_chế cảm_ơn các đ c lãnh_đạo đã mở_rộng cho các nhân_tài nếu tốt hãy nhân rộng trên cả nước 
16 1 34:0.13 38:0.1 49:0.07 186:0.1 187:0.15 189:0.12 190:0.09 191:0.15 		rất tốt nhưng mong là những vị_trí đó đến đúng tay người xứng_đáng 
17 1 1:0.03 37:0.05 132:0.06 136:0.03 163:0.05 164:0.05 192:0.05 193:0.06 194:0.05 195:0.04 196:0.04 197:0.04 198:0.06 199:0.04 202:0.06 203:0.06 204:0.06 205:0.05 206:0.06 207:0.06 208:0.06 209:0.06 		thật tuyệt đây sẽ là một điểm sáng của việt nam trong lĩnh_vực thu_hút nhân_tài nhưng lương vẫn chỉ là một khía_cạnh còn cơ_sở vật_chất máy_móc nghiên_cứu nhưng dẫu_sao thông_tin này chắc_chắn sẽ có hiệu_quả 
18 1 2:0.05 78:0.04 128:0.04 132:0.05 197:0.06 210:0.09 211:0.05 212:0.1 213:0.09 214:0.09 215:0.1 216:0.09 217:0.1 218:0.1 219:0.09 220:0.06 221:0.1 		một hướng đi quá hay trong quá_trình thực_hiện cố_gắng bám sát cuộc_sống và nhu_cầu thực_tế của người_dân được nữa_là tuyệt_vời 
19 1 132:0.09 177:0.14 222:0.15 223:0.18 224:0.15 225:0.18 226:0.18 227:0.13 228:0.15 		một hành_động kịp_thời để tránh chảy_máu chất_xám rất hoan_nghênh lãnh_đạo tp 
20 1 211:0.5 		rất hay
21 1 2:0.12 64:0.16 78:0.1 174:0.16 229:0.2 230:0.16 		tin này quá tuyệt_vời cảm_ơn sự đúng_đắn của thành_phố 
22 1 43:0.03 45:0.01 78:0.01 101:0.02 172:0.03 231:0.08 232:0.04 233:0.04 234:0.04 235:0.03 236:0.04 238:0.04 239:0.04 240:0.04 241:0.03 242:0.04 243:0.04 246:0.04 247:0.03 248:0.04 249:0.03 250:0.04 251:0.03 252:0.03 253:0.03 254:0.03 255:0.04 256:0.03 257:0.04 258:0.03 		ủng_hộ quá tất_nhiên với những nhà_khoa_học thực_thụ không không đặt quyền_lợi cá_nhân lên trên không lạm_dụng đồng_tiền của dân nếu phát_hiện dù chỉ là một_triệu đồng thì cũng xin mời ra khỏi hội_đồng khoa_học và truy_thu gần hết số tiền đã lĩnh tất_nhiên là vẫn phải công_nhận những phát_minh và phải trừ những khoảng đó ra
23 1 45:0.14 66:0.16 259:0.23 		tôi rất ủng_hộ cách làm này 
24 1 45:0.42 46:0.6 		ủng_hộ bộ_trưởng
25 1 45:0.08 46:0.12 259:0.13 260:0.18 261:0.15 262:0.12 263:0.2 264:0.13 		rất thích cách làm_việc của bộ_trưởng   thăng ủng_hộ ông
26 1 227:1.44 		hoan_nghênh
27 1 36:0.14 45:0.07 46:0.1 265:0.18 267:0.18 268:0.16 269:0.13 270:0.14 271:0.18 		cháu ủng_hộ bộ_trưởng cần kiên_quyết dứt_khoát và mang tính triệt_để như_vậy
28 1 46:0.15 174:0.18 272:0.21 273:0.25 		rất cảm_ơn sự mạnh_mẽ và cương_quyết của bộ_trưởng 
29 1 274:1.0 		rất dũng_cảm
30 1 211:1.0 		hay
31 1 69:0.36 269:0.3 275:0.36 276:0.33 		mang thai hộ rất nhân_đạo 
32 1 39:0.07 42:0.08 64:0.09 197:0.08 211:0.06 277:0.08 278:0.07 279:0.12 280:0.12 281:0.06 		đây là tin hay nhất trong năm mà tôi từng đọc có ai giống tôi ko ?
33 1 282:1.0 		tôi hưởng_ứng 
34 1 45:0.42 283:0.9 		nhiệt_liệt ủng_hộ
35 1 68:0.22 111:0.3 132:0.17 211:0.16 284:0.25 285:0.3 		một chính_sách hay hợp_lý phục_vụ nhân_dân
36 1 1:0.03 2:0.03 21:0.01 49:0.02 119:0.04 150:0.04 220:0.03 286:0.05 287:0.05 288:0.05 289:0.05 291:0.05 292:0.04 293:0.05 294:0.04 295:0.05 296:0.05 297:0.1 298:0.04 299:0.05 300:0.04 301:0.04 302:0.04 303:0.04 304:0.05 305:0.05 306:0.04 307:0.05 308:0.04 		 đối_với ôtô chở người từ 9 chỗ trở xuống nộp lệ_phí trước_bạ lần đầu với mức thu là 10 thật tuyệt_vời vì đã giảm gánh nặng cho người_dân các tỉnh_thành vẫn hiện phải đóng 12 phí trước_bạ
37 1 309:0.84 310:0.62 		hoàn_toàn đồng_ý 
38 1 1:0.19 2:0.19 311:0.33 312:0.28 313:0.33 314:0.33 		chế_độ hỗ_trợ nữ lao_động thật tuyệt_vời 
39 1 272:0.84 		rất mạnh_mẽ
40 1 66:0.16 315:0.33 317:0.21 		tổng_thống phải vậy nói là làm
41 1 46:0.3 190:0.31 317:0.32 		bộ_trưởng nói rất đúng
42 1 91:0.06 108:0.1 112:0.07 145:0.08 190:0.07 211:0.05 319:0.09 320:0.11 322:0.08 323:0.09 324:0.11 		đúng rồi phải để bản_thân hoặc người_thân mình vào thì mới biết là nó nhỏ hay to 
43 1 211:0.5 		rất hay
44 1 325:1.0 326:0.72 		chính_xác luôn 
45 1 89:0.25 327:0.25 328:0.17 329:0.21 330:0.28 		chuẩn rồi bác ơi cần trừng_phạt thích_đáng
46 1 78:0.3 260:0.6 326:0.48 		quá thích luôn 
47 1 78:0.22 317:0.32 327:0.45 328:0.3 		bác nói chuẩn quá 
48 1 78:0.45 211:0.5 		hay quá
49 1 45:0.28 328:0.4 331:0.6 		luôn_luôn ủng_hộ bác
50 1 211:0.25 		hay phải vậy chứ 
51 1 45:0.1 220:0.15 230:0.18 329:0.18 333:0.2 334:0.5 335:0.16 		cố lên chú hải ơi người_dân thành_phố ủng_hộ chú
52 1 45:0.12 59:0.24 264:0.18 333:0.22 335:0.18 336:0.28 		tiếp_tục ủng_hộ ông hải q1 cố lên 
53 1 45:0.12 309:0.24 333:0.22 335:0.18 337:0.41 338:0.28 		hoàn_toàn ủng_hộ em hải cố lên em nhé 
54 1 1:0.05 5:0.05 36:0.06 38:0.05 66:0.04 101:0.05 184:0.06 230:0.06 264:0.05 335:0.05 340:0.07 341:0.07 342:0.06 343:0.08 344:0.07 345:0.07 346:0.07 347:0.08 		rất tốt nếu các thành_phố đều làm như_vậy thì đất_nước thật văn_minh nếu cán_bộ nào cũng_như ông đoàn ngọc hải thì nước mạnh dân giầu 
55 1 174:0.43 220:0.17 264:0.37 348:0.28 349:0.21 350:0.25 		ông rất thẳng_thắn người_dân chúng_tôi vô_cùng cảm_ơn ông rất cảm_ơn 
56 0 68:0.26 351:0.36 		tôi tán_thành với chính_sách này
57 1 45:0.04 66:0.11 67:0.08 71:0.09 140:0.09 145:0.08 272:0.09 352:0.23 354:0.11 355:0.11 356:0.11 		ủng_hộ anh làm quyết_liệt làm thường_xuyên và mạnh_mẽ hơn cái gì mà thường_xuyên nó sẽ thành thói_quen là văn_hóa 
58 1 14:0.15 127:0.12 194:0.15 264:0.23 335:0.11 357:0.18 358:0.18 359:0.16 		rất cám_ơn ông hải ông là tam gương sáng để chúng_ta học_tập
59 1 15:0.07 264:0.06 310:0.06 335:0.06 344:0.08 345:0.08 360:0.09 361:0.07 362:0.1 363:0.1 364:0.08 365:0.06 366:0.07 367:0.09 		tôi đồng_ý việc_làm của ông đoàn ngọc hải dẹp bỏ tất_cả những gì cản_trở lấn_chiếm vỉa_hè ở các đô_thị
60 2 45:0.04 66:0.04 127:0.06 228:0.08 283:0.08 340:0.08 368:0.09 369:0.09 370:0.08 372:0.09 373:0.09 374:0.08 375:0.09 		nhiệt_liệt ủng_hộ vì cái chung để có được tp sạch đẹp văn_minh phải làm ngay hôm_nay để ngày_mai chúng_ta và con_cháu được hưởng 
61 1 45:0.06 49:0.07 66:0.07 195:0.11 196:0.11 259:0.1 328:0.18 335:0.1 		tôi rất ủng_hộ cách làm bác hải việt nam rất cần những người như bác 
62 1 45:0.14 71:0.53 101:0.2 349:0.25 377:0.33 378:0.33 		dân chúng_tôi ủng_hộ anh chúc anh sức_khoẻ
63 1 45:0.04 49:0.05 61:0.08 67:0.16 128:0.05 230:0.08 285:0.1 349:0.08 370:0.09 381:0.11 382:0.1 		chúng_tôi rất ủng_hộ việc này vừa phục_vụ người đi bộ quan_trọng hơn là mỹ_quan thành_phố sẽ đẹp hơn 
64 1 64:0.18 76:0.15 194:0.21 383:0.22 384:0.22 		sáng ra thấy tin này là phấn_khởi hẳn 
65 1 174:0.5 328:0.4 335:0.43 		cảm_ơn bác hải 
66 1 1:0.03 2:0.03 21:0.01 49:0.02 59:0.04 61:0.04 128:0.02 132:0.02 177:0.04 184:0.03 186:0.03 365:0.03 385:0.04 386:0.05 388:0.1 389:0.05 390:0.04 391:0.1 394:0.04 395:0.05 396:0.05 397:0.05 398:0.05 399:0.04 400:0.05 401:0.04 402:0.05 		thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
67 1 66:0.11 128:0.1 190:0.13 210:0.2 328:0.13 329:0.16 346:0.18 		đúng hướng rồi làm mạnh đi các bác ơi 
68 1 45:0.21 403:0.5 		rất ủng_hộ phương_án này
69 1 39:0.02 77:0.03 78:0.01 96:0.02 101:0.02 112:0.02 136:0.02 153:0.03 177:0.03 227:0.03 229:0.03 252:0.03 281:0.04 322:0.03 326:0.03 364:0.03 370:0.03 399:0.07 404:0.03 405:0.03 406:0.04 407:0.04 408:0.03 409:0.04 410:0.04 411:0.04 412:0.03 413:0.06 414:0.04 415:0.04 416:0.03 417:0.03 418:0.04 419:0.04 420:0.04 421:0.04 422:0.04 423:0.03 424:0.04 425:0.04 427:0.04 		nghe mừng quá hợp lòng dân hoan_nghênh các lãnh_đạo địa_phương hết_lòng với chủ_trương đúng_đắn nầy không biết quận tân phú thế_nào ? đường lb b con đường đẹp nhất quận có triển_khai không ? các cửa_tiệm buôn_bán tự lấn_chiếm hết vĩa hè của mình còn lấn luôn của nhà kế bên một_cách ngang_nhiên 
70 1 45:0.07 66:0.08 101:0.2 428:0.33 429:0.16 430:0.13 431:0.15 		toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
71 1 45:0.28 66:0.11 281:0.11 326:0.16 329:0.16 432:0.22 433:0.22 		ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
72 1 15:0.06 45:0.03 67:0.05 79:0.06 127:0.05 140:0.06 186:0.05 220:0.05 227:0.05 434:0.07 435:0.06 436:0.07 437:0.07 438:0.04 439:0.07 440:0.07 441:0.06 442:0.07 443:0.07 444:0.07 		rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
73 1 184:0.08 264:0.08 335:0.08 344:0.1 345:0.1 365:0.07 383:0.11 385:0.11 445:0.12 446:0.12 447:0.08 		rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
74 1 66:0.06 190:0.07 195:0.09 196:0.09 309:0.1 413:0.09 448:0.12 449:0.09 450:0.11 451:0.12 		cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
75 1 5:0.1 21:0.05 45:0.06 147:0.13 186:0.1 416:0.11 417:0.13 452:0.12 453:0.15 454:0.13 455:0.11 		con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
76 1 2:0.08 5:0.1 78:0.06 112:0.09 346:0.13 413:0.11 449:0.11 455:0.11 456:0.15 		tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
77 1 227:0.24 457:0.28 458:0.33 		rất hoan_nghênh nhưng đừng để đội_giá
78 1 2:0.18 39:0.06 78:0.04 184:0.07 186:0.07 277:0.06 413:0.07 449:0.07 450:0.09 455:0.07 459:0.08 460:0.1 461:0.1 462:0.1 		tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
79 1 20:0.16 190:0.12 192:0.18 262:0.12 463:0.16 464:0.16 465:0.2 		rất tuyệt nhưng phải sử_dụng đúng đủ vốn đầu_tư  
80 1 46:0.17 466:0.25 467:0.25 468:0.25 469:0.28 		lời_nói của bộ_trưởng quả chí_lý dĩ_hòa_vi_quý mà 
81 1 46:0.1 224:0.15 466:0.16 467:0.16 468:0.16 470:0.18 471:0.18 472:0.18 473:0.18 		lời_nói của bộ_trưởng quả chí_lý tránh voi không xấu mặt chuột 
82 1 5:0.06 13:0.07 127:0.06 224:0.08 310:0.06 331:0.09 440:0.09 441:0.08 474:0.1 475:0.1 476:0.1 477:0.1 478:0.1 		đồng_ý là tránh khiêu_khích các hacker nước_ngoài nhưng chúng_ta nên cần luôn_luôn nâng cao cảnh_giác để phòng_tránh và bảo_vệ đất_nước 
83 1 46:0.17 190:0.17 317:0.18 479:0.28 		bộ_trưởng nói rất đúng không nên manh_động 
84 2 480:1.0 481:1.0 		vỗ_tay quá_trời
85 1 45:0.08 91:0.11 227:0.14 455:0.14 482:0.2 		phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
86 1 483:0.5 484:0.5 		rất chặt_chẽ và nghiêm_khắc
87 0 68:0.33 211:0.25 351:0.45 		chính_sách hay tôi tán_thành
88 1 45:0.16 		phải vậy tôi rất ủng_hộ
89 1 211:1.0 		hay
90 1 63:0.22 196:0.18 310:0.15 485:0.25 		tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
91 1 45:0.08 486:0.15 487:0.16 488:0.2 489:0.2 490:0.2 491:0.4 		tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
92 1 190:0.41 264:0.43 317:0.43 		ông nói đúng 
93 1 21:0.17 492:0.5 493:0.5 494:0.45 		1000 like cho trump
94 1 2:0.08 190:0.08 328:0.08 494:0.12 495:0.14 496:0.14 497:0.14 498:0.12 499:0.12 500:0.14 501:0.12 		đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
95 1 21:0.02 39:0.04 77:0.06 97:0.04 132:0.11 159:0.06 171:0.06 197:0.04 213:0.06 220:0.04 502:0.07 503:0.06 504:0.07 505:0.06 506:0.07 507:0.07 508:0.06 509:0.07 510:0.14 511:0.07 512:0.14 513:0.07 514:0.05 515:0.07 516:0.07 517:0.06 		một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
96 1 21:0.08 38:0.16 101:0.15 		vậy có phải là tốt cho dân không
97 1 78:0.12 112:0.17 131:0.19 211:0.14 423:0.2 518:0.25 		hay quá mình cũng sắp mua nhà 
98 1 1:0.11 2:0.22 132:0.1 222:0.16 269:0.15 270:0.16 519:0.2 520:0.18 		tuyệt_vời thật tuyệt_vời một hành_động mang tính tích_cực và rất nhân_văn 
99 1 43:0.08 45:0.04 122:0.07 186:0.08 408:0.1 454:0.1 520:0.1 521:0.09 522:0.1 523:0.11 524:0.11 525:0.11 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
100 1 2:0.07 39:0.08 195:0.09 196:0.09 230:0.1 256:0.12 503:0.12 521:0.11 522:0.12 526:0.13 527:0.13 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
101 2 142:0.69 528:0.84 		không_thể chấp_nhận
102 2 39:0.05 132:0.12 197:0.05 220:0.05 277:0.05 319:0.06 349:0.06 404:0.06 435:0.06 529:0.06 530:0.07 531:0.07 532:0.07 533:0.07 534:0.07 535:0.07 536:0.07 537:0.07 538:0.07 539:0.07 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.04 129:0.08 184:0.06 262:0.05 438:0.05 447:0.06 540:0.09 541:0.08 542:0.08 543:0.14 544:0.08 545:0.09 546:0.08 547:0.09 548:0.08 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 549:0.46 550:0.5 		không hiểu nổi 
105 2 13:0.11 21:0.05 300:0.13 308:0.13 430:0.12 551:0.12 552:0.12 553:0.3 554:0.13 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:0.03 21:0.02 118:0.1 121:0.04 128:0.06 131:0.04 132:0.03 136:0.03 247:0.05 254:0.1 278:0.03 284:0.05 322:0.09 555:0.13 556:0.11 557:0.11 558:0.05 559:0.13 560:0.06 563:0.05 564:0.06 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 447:0.16 529:0.09 552:0.09 555:0.07 556:0.09 557:0.09 565:0.11 566:0.1 567:0.07 568:0.09 569:0.1 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 79:0.04 118:0.04 132:0.02 261:0.03 262:0.03 264:0.03 269:0.03 281:0.02 412:0.04 543:0.03 555:0.1 568:0.04 569:0.04 570:0.05 571:0.05 572:0.05 573:0.03 575:0.1 576:0.05 577:0.05 578:0.04 579:0.05 580:0.05 581:0.04 582:0.05 583:0.05 584:0.04 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:0.04 128:0.06 211:0.03 278:0.03 281:0.06 284:0.04 555:0.04 556:0.05 557:0.05 563:0.05 566:0.05 568:0.05 573:0.04 585:0.1 586:0.06 587:0.06 588:0.05 589:0.05 590:0.04 591:0.06 592:0.06 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 567:0.67 593:0.9 		thôi xong
111 2 21:0.03 61:0.02 62:0.02 68:0.02 76:0.01 91:0.03 101:0.01 119:0.02 128:0.02 142:0.02 162:0.02 186:0.02 197:0.01 342:0.02 366:0.02 449:0.06 508:0.02 517:0.02 518:0.02 584:0.02 594:0.02 595:0.02 596:0.07 597:0.02 598:0.05 599:0.02 600:0.02 601:0.02 602:0.02 603:0.02 604:0.02 605:0.02 606:0.02 607:0.02 608:0.02 609:0.02 610:0.02 611:0.02 612:0.02 613:0.02 614:0.05 615:0.02 616:0.02 617:0.02 618:0.02 619:0.02 620:0.02 621:0.02 622:0.02 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.04 112:0.05 423:0.06 623:0.08 624:0.08 625:0.06 626:0.08 627:0.07 628:0.08 629:0.08 630:0.08 631:0.08 632:0.08 633:0.17 634:0.08 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.01 54:0.03 91:0.02 97:0.02 122:0.02 136:0.02 205:0.07 284:0.03 319:0.03 328:0.02 342:0.03 596:0.03 601:0.03 602:0.11 612:0.03 635:0.03 636:0.1 637:0.04 638:0.03 639:0.08 640:0.08 641:0.04 643:0.06 644:0.04 645:0.04 646:0.08 647:0.03 648:0.03 649:0.04 650:0.04 651:0.03 652:0.04 653:0.04 654:0.04 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.05 49:0.06 62:0.03 68:0.05 78:0.01 97:0.02 128:0.02 132:0.02 143:0.03 155:0.03 278:0.02 281:0.04 326:0.03 341:0.03 390:0.03 435:0.03 459:0.03 590:0.02 595:0.19 607:0.03 608:0.03 612:0.03 636:0.03 648:0.03 651:0.03 655:0.03 656:0.04 657:0.04 658:0.04 659:0.04 660:0.04 661:0.04 662:0.04 663:0.04 664:0.04 665:0.04 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.01 39:0.02 42:0.02 49:0.01 66:0.01 68:0.02 91:0.04 95:0.03 101:0.02 128:0.03 136:0.01 137:0.03 278:0.02 306:0.05 452:0.05 486:0.02 550:0.02 590:0.02 595:0.08 619:0.03 627:0.03 647:0.02 666:0.03 667:0.08 668:0.03 669:0.03 670:0.03 671:0.03 672:0.02 673:0.03 674:0.03 675:0.03 676:0.03 677:0.03 678:0.03 679:0.03 680:0.03 681:0.02 682:0.03 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:0.32 590:0.26 667:0.32 683:0.33 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:0.13 281:0.1 438:0.12 541:0.16 612:0.14 684:0.16 686:0.2 687:0.2 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
118 2 78:0.22 549:0.34 573:0.34 688:0.5 		qui_định khó hiểu quá
119 2 684:0.22 689:0.28 690:0.28 691:0.28 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
