1 1 1:0.35 2:0.34 4:0.54 5:0.4 7:0.6 8:0.6 10:0.6 11:0.6 13:0.45 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
59 1 15:0.45 264:0.39 311:0.37 336:0.39 345:0.51 346:0.51 360:0.54 361:0.45 362:0.6 363:0.6 364:0.48 365:0.34 366:0.45 367:0.54 		tôi đồng_ý việc_làm của ông đoàn ngọc hải dẹp bỏ tất_cả những gì cản_trở lấn_chiếm vỉa_hè ở các đô_thị
60 2 45:0.25 66:0.3 127:0.42 228:0.51 284:0.54 341:0.54 368:0.6 369:0.6 370:0.51 372:0.6 373:0.6 374:0.54 375:0.6 		nhiệt_liệt ủng_hộ vì cái chung để có được tp sạch đẹp văn_minh phải làm ngay hôm_nay để ngày_mai chúng_ta và con_cháu được hưởng 
61 1 45:0.25 49:0.28 66:0.3 195:0.43 196:0.43 259:0.42 329:0.57 336:0.39 		tôi rất ủng_hộ cách làm bác hải việt nam rất cần những người như bác 
62 1 45:0.25 71:0.76 101:0.37 350:0.45 377:0.6 378:0.6 		dân chúng_tôi ủng_hộ anh chúc anh sức_khoẻ
63 1 45:0.25 49:0.28 61:0.45 67:0.66 128:0.28 230:0.45 286:0.54 350:0.45 370:0.51 381:0.6 382:0.54 		chúng_tôi rất ủng_hộ việc này vừa phục_vụ người đi bộ quan_trọng hơn là mỹ_quan thành_phố sẽ đẹp hơn 
64 1 64:0.43 76:0.37 194:0.51 383:0.54 384:0.54 		sáng ra thấy tin này là phấn_khởi hẳn 
65 1 174:0.45 329:0.36 336:0.39 		cảm_ơn bác hải 
66 1 1:0.35 2:0.34 21:0.21 49:0.28 59:0.51 61:0.45 128:0.28 132:0.31 177:0.48 184:0.42 186:0.42 365:0.34 385:0.54 386:0.6 388:0.95 389:0.6 390:0.54 391:0.95 394:0.51 395:0.6 396:0.6 397:0.6 398:0.6 399:0.54 400:0.6 401:0.54 402:0.6 		thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
67 1 66:0.3 128:0.28 190:0.37 210:0.54 329:0.36 330:0.45 347:0.51 		đúng hướng rồi làm mạnh đi các bác ơi 
68 1 45:0.25 403:0.6 		rất ủng_hộ phương_án này
69 1 39:0.37 77:0.51 78:0.27 96:0.42 101:0.37 112:0.37 136:0.31 153:0.54 177:0.48 227:0.43 229:0.54 252:0.48 282:0.49 323:0.43 327:0.43 364:0.48 370:0.51 399:0.86 404:0.48 405:0.54 406:0.6 407:0.6 408:0.54 409:0.6 410:0.6 411:0.6 412:0.48 413:0.72 414:0.6 415:0.6 416:0.43 417:0.54 418:0.6 419:0.6 420:0.6 421:0.6 422:0.6 423:0.43 424:0.6 425:0.6 427:0.6 		nghe mừng quá hợp lòng dân hoan_nghênh các lãnh_đạo địa_phương hết_lòng với chủ_trương đúng_đắn nầy không biết quận tân phú thế_nào ? đường lb b con đường đẹp nhất quận có triển_khai không ? các cửa_tiệm buôn_bán tự lấn_chiếm hết vĩa hè của mình còn lấn luôn của nhà kế bên một_cách ngang_nhiên 
70 1 45:0.25 66:0.3 101:0.59 428:0.95 429:0.6 430:0.48 431:0.54 		toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
71 1 45:0.5 66:0.3 282:0.31 327:0.43 330:0.45 432:0.6 433:0.6 		ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
72 1 15:0.45 45:0.25 67:0.42 79:0.51 127:0.42 140:0.51 186:0.42 220:0.37 227:0.43 434:0.6 435:0.51 436:0.6 437:0.6 438:0.36 439:0.6 440:0.54 441:0.48 442:0.54 443:0.6 444:0.6 		rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
73 1 184:0.42 264:0.39 336:0.39 345:0.51 346:0.51 365:0.34 383:0.54 385:0.54 445:0.6 446:0.6 447:0.42 		rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
74 1 66:0.3 190:0.37 195:0.43 196:0.43 310:0.51 413:0.45 448:0.6 449:0.45 450:0.54 451:0.6 		cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
75 1 5:0.4 21:0.21 45:0.25 147:0.51 186:0.42 416:0.43 417:0.54 452:0.48 453:0.6 454:0.54 455:0.43 		con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
76 1 2:0.34 5:0.4 78:0.27 112:0.37 347:0.51 413:0.45 449:0.45 455:0.43 456:0.6 		tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
77 1 227:0.43 457:0.51 458:0.6 		rất hoan_nghênh nhưng đừng để đội_giá
78 1 2:0.69 39:0.37 78:0.27 184:0.42 186:0.42 278:0.39 413:0.45 449:0.45 450:0.54 455:0.43 459:0.51 460:0.6 461:0.6 462:0.6 		tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
79 1 20:0.51 190:0.37 192:0.54 262:0.37 463:0.51 464:0.51 465:0.6 		rất tuyệt nhưng phải sử_dụng đúng đủ vốn đầu_tư  
80 1 46:0.36 466:0.54 467:0.54 468:0.54 469:0.6 		lời_nói của bộ_trưởng quả chí_lý dĩ_hòa_vi_quý mà 
81 1 46:0.36 224:0.51 466:0.54 467:0.54 468:0.54 470:0.6 471:0.6 472:0.6 473:0.6 		lời_nói của bộ_trưởng quả chí_lý tránh voi không xấu mặt chuột 
82 1 5:0.4 13:0.45 127:0.42 224:0.51 311:0.37 332:0.54 440:0.54 441:0.48 474:0.6 475:0.6 476:0.6 477:0.6 478:0.6 		đồng_ý là tránh khiêu_khích các hacker nước_ngoài nhưng chúng_ta nên cần luôn_luôn nâng cao cảnh_giác để phòng_tránh và bảo_vệ đất_nước 
83 1 46:0.36 190:0.37 318:0.39 479:0.6 		bộ_trưởng nói rất đúng không nên manh_động 
84 2 480:0.6 481:0.6 		vỗ_tay quá_trời
85 1 45:0.25 91:0.34 227:0.43 455:0.43 482:0.6 		phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
86 1 483:0.6 484:0.6 		rất chặt_chẽ và nghiêm_khắc
87 0 68:0.4 211:0.31 275:0.51 		chính_sách hay tôi tán_thành
88 1 45:0.25 		phải vậy tôi rất ủng_hộ
89 1 211:0.31 		hay
90 1 63:0.54 196:0.43 311:0.37 485:0.6 		tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
91 1 45:0.25 486:0.45 487:0.51 488:0.6 489:0.6 490:0.6 491:0.95 		tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
92 1 190:0.37 264:0.39 318:0.39 		ông nói đúng 
93 1 21:0.21 492:0.6 493:0.6 494:0.54 		1000 like cho trump
94 1 2:0.34 190:0.37 329:0.36 494:0.54 495:0.6 496:0.6 497:0.6 498:0.54 499:0.54 500:0.6 501:0.54 		đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
95 1 21:0.21 39:0.37 77:0.51 97:0.4 132:0.62 159:0.54 171:0.51 197:0.39 213:0.54 220:0.37 502:0.6 503:0.54 504:0.6 505:0.51 506:0.6 507:0.6 508:0.54 509:0.6 510:0.95 511:0.6 512:0.95 513:0.6 514:0.48 515:0.6 516:0.6 517:0.51 		một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
96 1 21:0.21 38:0.4 101:0.37 		vậy có phải là tốt cho dân không
97 1 78:0.27 112:0.37 131:0.42 211:0.31 423:0.43 518:0.54 		hay quá mình cũng sắp mua nhà 
98 1 1:0.35 2:0.54 132:0.31 222:0.51 269:0.45 270:0.48 519:0.6 520:0.54 		tuyệt_vời thật tuyệt_vời một hành_động mang tính tích_cực và rất nhân_văn 
99 1 43:0.45 45:0.25 122:0.37 186:0.42 408:0.54 454:0.54 520:0.54 521:0.51 522:0.54 523:0.6 524:0.6 525:0.6 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
100 1 2:0.34 39:0.37 195:0.43 196:0.43 230:0.45 256:0.54 503:0.54 521:0.51 522:0.54 526:0.6 527:0.6 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
101 2 142:0.42 528:0.51 		không_thể chấp_nhận
102 2 39:0.37 132:0.62 197:0.39 220:0.37 278:0.39 320:0.51 350:0.45 404:0.48 435:0.51 529:0.51 530:0.6 531:0.6 532:0.6 533:0.6 534:0.6 535:0.6 536:0.6 537:0.6 538:0.6 539:0.6 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.28 129:0.51 184:0.42 262:0.37 438:0.36 447:0.42 540:0.6 541:0.51 542:0.51 543:0.72 544:0.54 545:0.6 546:0.54 547:0.6 548:0.54 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 549:0.42 550:0.45 		không hiểu nổi 
105 2 13:0.45 21:0.21 301:0.54 309:0.51 430:0.48 551:0.48 552:0.48 553:0.95 554:0.54 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:0.35 21:0.21 118:0.76 121:0.42 128:0.45 131:0.42 132:0.31 136:0.31 247:0.51 254:0.72 279:0.35 285:0.45 323:0.69 555:0.78 556:0.81 557:0.81 558:0.51 559:0.95 560:0.6 563:0.51 564:0.6 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 447:0.66 529:0.51 552:0.48 555:0.39 556:0.51 557:0.51 565:0.6 566:0.54 567:0.4 568:0.51 569:0.54 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 79:0.51 118:0.48 132:0.31 261:0.45 262:0.37 264:0.39 269:0.45 282:0.31 412:0.48 543:0.45 555:0.78 568:0.51 569:0.54 570:0.6 571:0.6 572:0.6 573:0.42 575:0.95 576:0.6 577:0.6 578:0.54 579:0.6 580:0.6 581:0.54 582:0.6 583:0.6 584:0.54 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:0.45 128:0.45 211:0.31 279:0.35 282:0.49 285:0.45 555:0.39 556:0.51 557:0.51 563:0.51 566:0.54 568:0.51 573:0.42 585:0.81 586:0.6 587:0.6 588:0.54 589:0.48 590:0.39 591:0.6 592:0.6 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 567:0.4 593:0.54 		thôi xong
111 2 21:0.42 61:0.45 62:0.51 68:0.4 76:0.37 91:0.54 101:0.37 119:0.48 128:0.45 142:0.42 162:0.54 186:0.42 197:0.39 343:0.42 366:0.45 449:0.91 508:0.54 517:0.51 518:0.54 584:0.54 594:0.42 595:0.45 596:0.96 597:0.6 598:0.95 599:0.6 600:0.6 601:0.54 602:0.54 603:0.6 604:0.54 605:0.6 606:0.54 607:0.51 608:0.51 609:0.6 610:0.6 611:0.6 612:0.43 613:0.54 614:0.86 615:0.6 616:0.6 617:0.6 618:0.6 619:0.54 620:0.54 621:0.6 622:0.6 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.28 112:0.37 423:0.43 623:0.6 624:0.6 625:0.48 626:0.6 627:0.54 628:0.6 629:0.6 630:0.6 631:0.6 632:0.6 633:0.95 634:0.6 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.21 54:0.54 91:0.34 97:0.4 122:0.37 136:0.31 205:0.86 285:0.45 320:0.51 329:0.36 343:0.42 596:0.48 601:0.54 602:1.09 612:0.43 635:0.54 636:0.96 637:0.6 638:0.54 639:0.95 640:0.95 641:0.6 643:0.69 644:0.6 645:0.6 646:0.95 647:0.45 648:0.54 649:0.6 650:0.6 651:0.48 652:0.6 653:0.6 654:0.6 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.48 49:0.57 62:0.51 68:0.64 78:0.27 97:0.4 128:0.28 132:0.31 143:0.54 155:0.51 279:0.35 282:0.49 327:0.43 342:0.51 390:0.54 435:0.51 459:0.51 590:0.39 595:1.28 607:0.51 608:0.51 612:0.43 636:0.48 648:0.54 651:0.48 655:0.54 656:0.6 657:0.6 658:0.6 659:0.6 660:0.6 661:0.6 662:0.6 663:0.6 664:0.6 665:0.6 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.21 39:0.37 42:0.4 49:0.28 66:0.3 68:0.4 91:0.54 95:0.54 101:0.37 128:0.45 136:0.31 137:0.54 279:0.35 307:0.76 452:0.76 486:0.45 550:0.45 590:0.39 595:0.91 619:0.54 627:0.54 647:0.45 666:0.6 667:0.96 668:0.54 669:0.6 670:0.6 671:0.6 672:0.43 673:0.6 674:0.6 675:0.6 676:0.6 677:0.6 678:0.54 679:0.6 680:0.54 681:0.48 682:0.6 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:0.48 590:0.39 667:0.48 683:0.51 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:0.42 282:0.31 438:0.36 541:0.51 612:0.43 684:0.48 686:0.6 687:0.6 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
118 2 78:0.27 549:0.42 573:0.42 688:0.6 		qui_định khó hiểu quá
119 2 684:0.48 689:0.6 690:0.6 691:0.6 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
