1 39          thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
1 2585        sáng ra thấy tin này là phấn_khởi hẳn 
1 2590        cảm_ơn bác hải 
1 2591        thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
1 2596        đúng hướng rồi làm mạnh đi các bác ơi 
1 2614        rất ủng_hộ phương_án này
1 2624        nghe mừng quá hợp lòng dân hoan_nghênh các lãnh_đạo địa_phương hết_lòng với chủ_trương đúng_đắn nầy không biết quận tân phú thế_nào ? đường lb b con đường đẹp nhất quận có triển_khai không ? các cửa_tiệm buôn_bán tự lấn_chiếm hết vĩa hè của mình còn lấn luôn của nhà kế bên một_cách ngang_nhiên 
1 2625        toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
1 2628        ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
1 2633        rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
1 2635        rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
1 2818        cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
1 2819        con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
1 2831        tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
1 2852        rất hoan_nghênh nhưng đừng để đội_giá
1 2853        tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
1 2887        rất tuyệt nhưng phải sử_dụng đúng đủ vốn đầu_tư  
1 2892        lời_nói của bộ_trưởng quả chí_lý dĩ_hòa_vi_quý mà 
1 2900        lời_nói của bộ_trưởng quả chí_lý tránh voi không xấu mặt chuột 
1 2904        đồng_ý là tránh khiêu_khích các hacker nước_ngoài nhưng chúng_ta nên cần luôn_luôn nâng cao cảnh_giác để phòng_tránh và bảo_vệ đất_nước 
1 2908        bộ_trưởng nói rất đúng không nên manh_động 
1 2963        vỗ_tay quá_trời
1 3018        phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
1 3019        rất chặt_chẽ và nghiêm_khắc
1 3020        ủng_hộ
1 3023        phải vậy tôi rất ủng_hộ
1 3050        hay
1 3056        tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
1 3057        tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
1 3236        ông nói đúng 
1 3237        1000 like cho trump
1 3238        đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
1 3278        một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
1 3280        vậy có phải là tốt cho dân không
1 3282        hay quá mình cũng sắp mua nhà 
1 3293        tuyệt_vời thật tuyệt_vời một hành_động mang tính tích_cực và rất nhân_văn 
1 3296        rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
1 3297        phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
1 3301        tôi hoàn_toàn đồng_ý với cách làm của tp đà nẵng phàm làm người cần phải có một tấm_lòng bao_dung độ_lượng và vị_tha 
1 3304        tuyệt_vời đà nẵng 
1 3315        lời_nói thật tuyệt_vời cực_kỳ hoan_hô những_ai góp sức 
1 3316        tôi rất hoan_nghênh việc_làm của lãnh_đạo tp đà nẵng đó là chính_sách hành_động rất nhân_văn cần được nhân rộng trên toàn_quốc 
1 3318        quan_điểm của bác hùng thật đáng hoan_nghênh và nhân rộng ra cả nước tôi hoàn_toàn đồng_ý 
1 3320        những lời_nói thật tuyệt_vời hoan_hô tấm_lòng nhân_đạo của tất_cả những_ai góp_phần làm_việc này 
1 3322        ok cho tràng pháo tay ngay
1 3324        tôi rất đồng_tình với chủ_trương của lãnh_đạo đà nẵng
1 3326        một chính_sách đúng chúc đà nẵng thành_công 
1 3327        hoan_hô đà nẵng nhưng cơ_bản nhất vẫn là tạo được công_ăn_việc_làm cho họ chứ không thì họ cũng chỉ biết quay lại con đường cũ để kiếm miếng cơm manh áo thôi mặt_khác sự cám_dỗ của nghề này cũng không ít 
1 3330        quá tuyệt_vời
1 3331        rất nhân_văn
1 3343        ủng_hộ quyết_định này chạy toàn bị bắn ở 45km h đường xa chạy phát nản 
1 3398        nói_chung là rất hay hãy làm như_thế đi
1 3469        ủng_hộ tất_cả những nội_dung trên
1 3542        nghe tin này cũng thích mẹ mình cũng được tăng rồi hihihhih 
1 3544        đó là điều mà_cả xã_hội chờ_mong tuyệt_vời 
1 3551        rất vui với những chính_sách và qui_định mở 
1 3564        tốt quá bây h xây_dựng đang bị thiếu lương nhiều mong sẽ dc khắc_phục 
1 3568        mang thai hộ rất nhân_đạo 
1 3576        hay quá
1 3577        đây là tín_hiệu đáng mừng hy_vọng điều này được đưa vào thực_tế
1 3653        về lý_thuyết thì quá tuyệt_vời 
1 3659        tán_thành xã_hội văn_minh phải như_vậy
1 3671        quá hay đọc mà cảm_thấy vui cho những đối_tượng được lãnh tiền hỗ_trợ của thành_phố đúng là thành_phố mang tên bác
1 3672        ngon rồi giáo_viên ở tây ninh gần 10 năm nay chỉ có 500 nghìn thôi
1 3674        chúc_mừng các bạn 
1 3677        quá hay tôi dạy 23 năm chưa biết thưởng tết là gì  
1 3685        mừng quá
1 3687        rất vui nhưng có_điều đọc luật nó ghi gì mà mình không_thể hiểu nổi 
1 3701        hoàn_toàn đúng_đắn 
1 3711        tuyệt_vời
1 3712        rất mừng khi co 2 sự lựa_chọn ko cứng_nhắc như chỉ được đóng thêm cho đủ 20 năm mới được hưởng luơng hưu khi đủ tuổi nghỉ hưu
1 3713        hợp_lý rồi
1 3729        hợp với lòng người lao_động rùi 
1 3763        vợ tôi chuẩn_bị sinh_đôi nay nghe tin giá giảm cũng rất mừng và mong rằng giá sữa ổn_định phù_hợp với người tiêu_dùng 
1 3807        hay mong các em cố_gắng học để vượt khó
1 3818        rất chuẩn không có thỏa_hiệp với bọn khủng_bố 
1 3828        rất tuyệt toi nghĩ chúng_ta nên làm chậm và chắc là tot nhat
1 3921        tôi cũng ủng_hộ đường_lối của nhật bản họ luôn có trách_nhiệm với hòa_bình ổn_định của khu_vực nhưng cũng biết cách tiết_kiệm nguồn_lực trong công_cuộc bảo_vệ chủ_quyền và lợi_ích quốc_gia 
1 3925        tuyệt_vời cho đất_nước mặt_trời mọc 
1 3927        nhật bản đi nước cờ này rất hay 
1 3951        hoan_hô sự sáng_suốt nhanh_nhạy cương_quyết của nhật bản 
1 3952        tôi ủng_hộ chính_sách này của nhật để kiềm_chế bớt tq
1 3954        hoan_hô ông abe 
1 3958        tuyệt_vời tôi yêu đất_nước và con_người nhật bản
1 3961        hoan_hô nhật bản 
1 3962        tuyệt_vời ông mặt_trời 
1 3965        thật_sự tuyệt_vời 
1 3995        thật tuyệt làm_sao hoan_hô quyết_định này 
1 4007        hoan_nghênh quyết_định đột_phá của nhật bản trước hành_động ngang_ngược của bắc kinh 
1 4012        tôi ủng_hộ điều này ủng_hộ nhật bản
1 4042        tuyệt_vời ông mặt_trời 
1 4067        tôi đưa hai tay giơ cao ủng_hộ nhật bản
1 4068        việt nam nên ủng_hộ việc này của nhật 
1 4072        ủng_hộ chính_sách quốc_phòng mới của nhật bản 
1 4107        ý_kiến bộ_trưởng bùi quang_vinh rât hay 
1 4118        ý_kiến thẳng_thắn trung_thực và rất hay
1 4125        ý_kiến hay   trông_chờ hành_động thực_tế
1 4127        tôi rất đồng_tình với ý_kiến của bộ_trưởng 
1 4128        like cho bộ_trưởng ý_kiến hay
1 4132        chuẩn_xác và khách_quan
1 4133        hoan_nghênh bộ_trưởng nói_thẳng thật
1 4134        chuẩn không cần chỉnh 
1 4135        bộ_trưởng nói rất đúng cần phải nhìn thẳng sự_thật như_vậy thì mới có cách tháo_gỡ cũng_như đưa đất_nước phát_triển chúc bộ_trưởng khỏe_mạnh và thành_công 
1 4140        rất cám_ơn bộ_trưởng vì bài phát_biểu quá đúng bắt đúng bệnh vậy thuốc chữa là gì mong các đại_biểu quốc_hội hãy cho thuốc mạnh để chữa sớm 
1 4143        bộ_trưởng phân_tích rất đúng và xúc tích 
1 4145        cám_ơn bộ_trưởng mong rằng đầu năm 2015 sẽ có chính_sách mới về kinh_tế hổ trợ nhiều hơn cho các doanh_nghiệp phát_triển 
1 4161        tuyệt_vời hà_nội nên học theo kể_cả ngành giáo_dục giỏi mới dc nhận chứ ko phải giầu 
1 4164        quá tốt rồi tôi chỉ lo không có người nào chịu về tỉnh_lẻ thôi mong các bác_sĩ cống_hiến hết_mình để lấy lại niềm_tin vào nghành y của tỉnh nhà 
1 4188        quá chuẩn mỗi tháng được thêm 3 bát phở chưa thể_nào chết được 
1 4200        có tăng là tốt lắm rồi nước ta đã rất cố_gắng thôi các bác đừng kêu_ca mà phải tự mình biết tiết_kiệm chi đi thôi 
1 4208        bước điều_chỉnh hợp_lí trong hoàn_cảnh kinh_tế hiện_nay giúp doanh_nghiệp vừa và nhỏ refresh lại mình 
1 4213        tăng thế_là tốt lắm rùi lương của tôi là 2 65 nay lên như_vậy cũng có thêm được gần 3 lít nữa rùi đó 
1 4215        tôi thấy mừng lắm dù lương tăng không cao
1 4245        ủng_hộ chính_sách mới
1 4413        ủng_hộ thành_phố quy_hoạch 1 khu_phố hàng rong theo nguyện_vọng của bà_con 
1 4415        tin_vui rồi sắp có phố hàng rong rồi tha_hồ mà ăn_hàng nha ủng_hộ q 1 tiến đến cả thành_phố đi
1 4434        ấm lòng dân cảm_ơn các bác lãnh_đạo
1 4436        một chủ_trương đúng_đắn mong rằng lãnh_đạo quận 1 cũng_như thành_phố thực_thi điều này đúng như những gì đã nói đồng_thời phải gấp_rút giải_quyết những vướng_mắc cho bà_con để mọi người yên_tâm
1 4439        rất đồng_tình cách tiếp_cận với người_dân để thấu_hiểu tình_hình tuy_nhiên cần phải xác_định thành_phố tương_lai cần phải giữ hình_thức kinh_doanh hàng rong này không ? nếu_không thì cần hỗ_trợ người_dân bằng cách khác và xóa_bỏ hình_thức này
1 4441		  tán_thành ý_kiến kẻ vạch cho vỉa_hè rộng hơn 3m vì họ thuê mặt_bằng phải cho họ có không_gian chút để buôn_bán làm cứng quá cũng khó cho người thuê_mướn mặt_bằng kinh_doanh vì diện_tích nhà tại tp đâu phải rộng mà phí thuê lại quá cao
1 4444        rất hay và sâu_sắc mong tp hcm làm được đề_án này
1 4445        quá tốt nên triển_khai ngay 
1 4462        đúng là nhân_văn chủ_tịch có khác làm có_tình có_lý làm như_vậy thì chắc_chắn là hợp lòng dân 
1 4463        rất hoan_nghênh các bước_tiến mới của quận 1 
1 4467        tuyệt_vời 
1 4471        đồng_tình với cách làm của quận 1 
1 4472        lãnh_đạo có_tình có_lý
1 4473        tin_vui nhất trong ngày 
2 520         không_thể chấp_nhận
2 637         người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
2 1521        sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi đc đâu mà_còn các mặt_hàng khác nữa chứ 
2 1697        không hiểu nổi 
2 1713        cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
2 1714        xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
2 1719        rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
2 1734        không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này vd như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
2 1749        thật_sự là cái vụ sang_tên chính chủ k được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
2 1761        thôi xong
2 1794        rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
2 1834        cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
2 1945        không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
2 1946        chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 h đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được ko cho ko được ko có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
2 1949        lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu k nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
2 1950        cấp_cứu mà tính giờ cạn_lời 
2 1953        bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
2 1954        qui_định khó hiểu quá
2 1956        bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
2 1971        quy_định thời_gian là chưa phù_hợp
2 1981        quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
2 1982        ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
2 1983        nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
2 1984        bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
2 1987        chờ kq xn máu đã 3h rồi còn gì rõ chán
2 1999        pó tay cạn_lời
2 2002        thật_sự đau_đầu lắm lắm 
2 2022        thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
2 2026        đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
2 2029        không hiểu nổi trung quốc quá vô_lối
2 2120        quá phẫn_nộ hành_động coi_thường pháp_luật 
2 2133        đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
2 2150        không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
2 2215        ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là e ko đồng_ý như_vậy
2 2220        tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
2 2766        không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
2 2922        đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa pó tay
2 2925        quá rườm_rà và cực_kỳ khó hiểu 
2 2966        không ổn 
2 3107        thất_vọng ai sẽ là trục ở châu_á đây ?  
2 3108        tôi đã bảo rồi mà thất_vọng trum  
2 3113        thế_là thôi rồi
2 3142        em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
2 3145        nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
2 3146        tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
2 3227        đang ảo_tưởng à 
2 3305        cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
2 3329        cách này không hay
2 3422        đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
2 3429        ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
2 3431        tin_buồn cho thị_trường oto nước_nhà 
2 3434        nghĩ tới việc mua được ô_tô ở vn mà buồn cả người haiz 
2 3441        một mớ hỗn_độn 
2 3451        sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
2 3453        tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
2 3454        thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại ko tạo điều_kiện cho các em ấy 
2 3457        buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
2 3467        tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
2 3494        sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
2 3501        chuyện về vé tàu_hỏa là không đồng_ý
2 3502        sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
2 3505        những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
2 3509        những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
