1 1 1:0.09 2:0.09 4:0.15 5:0.1 7:0.17 8:0.17 10:0.17 11:0.17 13:0.12 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
28 1 46:0.15 174:0.2 272:0.22 273:0.28 		rất cảm_ơn sự mạnh_mẽ và cương_quyết của bộ_trưởng 
29 1 274:1.15 		rất dũng_cảm
30 1 211:1.04 		hay
31 1 69:0.4 269:0.32 275:0.4 276:0.36 		mang thai hộ rất nhân_đạo 
32 1 39:0.08 42:0.08 64:0.09 197:0.08 211:0.06 277:0.08 278:0.07 279:0.14 280:0.14 281:0.06 		đây là tin hay nhất trong năm mà tôi từng đọc có ai giống tôi ko ?
33 1 282:1.15 		tôi hưởng_ứng 
34 1 45:0.43 283:1.0 		nhiệt_liệt ủng_hộ
35 1 68:0.23 111:0.33 132:0.18 211:0.17 284:0.26 285:0.33 		một chính_sách hay hợp_lý phục_vụ nhân_dân
36 1 1:0.03 2:0.03 21:0.01 49:0.02 119:0.04 150:0.05 220:0.03 286:0.06 287:0.06 288:0.06 289:0.06 291:0.06 292:0.05 293:0.06 294:0.05 295:0.06 296:0.06 297:0.12 298:0.05 299:0.06 300:0.05 301:0.05 302:0.04 303:0.05 304:0.06 305:0.06 306:0.04 307:0.06 308:0.04 		 đối_với ôtô chở người từ 9 chỗ trở xuống nộp lệ_phí trước_bạ lần đầu với mức thu là 10 thật tuyệt_vời vì đã giảm gánh nặng cho người_dân các tỉnh_thành vẫn hiện phải đóng 12 phí trước_bạ
37 1 309:0.91 310:0.65 		hoàn_toàn đồng_ý 
38 1 1:0.2 2:0.19 311:0.38 312:0.3 313:0.38 314:0.38 		chế_độ hỗ_trợ nữ lao_động thật tuyệt_vời 
39 1 272:0.91 		rất mạnh_mẽ
40 1 66:0.17 315:0.38 317:0.22 		tổng_thống phải vậy nói là làm
41 1 46:0.31 190:0.32 317:0.33 		bộ_trưởng nói rất đúng
42 1 91:0.06 108:0.11 112:0.07 145:0.08 190:0.07 211:0.06 319:0.1 320:0.13 322:0.08 323:0.1 324:0.13 		đúng rồi phải để bản_thân hoặc người_thân mình vào thì mới biết là nó nhỏ hay to 
43 1 211:0.52 		rất hay
44 1 325:1.15 326:0.76 		chính_xác luôn 
45 1 89:0.28 327:0.28 328:0.17 329:0.22 330:0.32 		chuẩn rồi bác ơi cần trừng_phạt thích_đáng
46 1 78:0.3 260:0.66 326:0.5 		quá thích luôn 
47 1 78:0.23 317:0.33 327:0.5 328:0.31 		bác nói chuẩn quá 
48 1 78:0.46 211:0.52 		hay quá
49 1 45:0.28 328:0.41 331:0.66 		luôn_luôn ủng_hộ bác
50 1 211:0.26 		hay phải vậy chứ 
51 1 45:0.1 220:0.16 230:0.2 329:0.2 333:0.21 334:0.57 335:0.16 		cố lên chú hải ơi người_dân thành_phố ủng_hộ chú
52 1 45:0.12 59:0.26 264:0.19 333:0.24 335:0.19 336:0.32 		tiếp_tục ủng_hộ ông hải q1 cố lên 
53 1 45:0.12 309:0.26 333:0.24 335:0.19 337:0.43 338:0.32 		hoàn_toàn ủng_hộ em hải cố lên em nhé 
54 1 1:0.05 5:0.06 36:0.07 38:0.06 66:0.04 101:0.05 184:0.06 230:0.06 264:0.05 335:0.05 340:0.08 341:0.07 342:0.06 343:0.1 344:0.07 345:0.07 346:0.07 347:0.1 		rất tốt nếu các thành_phố đều làm như_vậy thì đất_nước thật văn_minh nếu cán_bộ nào cũng_như ông đoàn ngọc hải thì nước mạnh dân giầu 
55 1 174:0.45 220:0.18 264:0.38 348:0.32 349:0.22 350:0.28 		ông rất thẳng_thắn người_dân chúng_tôi vô_cùng cảm_ơn ông rất cảm_ơn 
56 0 68:0.27 351:0.4 		tôi tán_thành với chính_sách này
57 1 45:0.05 66:0.12 67:0.08 71:0.09 140:0.1 145:0.08 272:0.1 352:0.27 354:0.13 355:0.13 356:0.13 		ủng_hộ anh làm quyết_liệt làm thường_xuyên và mạnh_mẽ hơn cái gì mà thường_xuyên nó sẽ thành thói_quen là văn_hóa 
58 1 14:0.16 127:0.13 194:0.16 264:0.24 335:0.12 357:0.2 358:0.2 359:0.18 		rất cám_ơn ông hải ông là tam gương sáng để chúng_ta học_tập
59 1 15:0.08 264:0.07 310:0.06 335:0.07 344:0.09 345:0.09 360:0.1 361:0.08 362:0.12 363:0.12 364:0.08 365:0.06 366:0.08 367:0.1 		tôi đồng_ý việc_làm của ông đoàn ngọc hải dẹp bỏ tất_cả những gì cản_trở lấn_chiếm vỉa_hè ở các đô_thị
60 2 45:0.04 66:0.04 127:0.06 228:0.08 283:0.09 340:0.09 368:0.1 369:0.1 370:0.08 372:0.1 373:0.1 374:0.09 375:0.1 		nhiệt_liệt ủng_hộ vì cái chung để có được tp sạch đẹp văn_minh phải làm ngay hôm_nay để ngày_mai chúng_ta và con_cháu được hưởng 
61 1 45:0.06 49:0.07 66:0.07 195:0.11 196:0.11 259:0.11 328:0.19 335:0.1 		tôi rất ủng_hộ cách làm bác hải việt nam rất cần những người như bác 
62 1 45:0.14 71:0.56 101:0.21 349:0.26 377:0.38 378:0.38 		dân chúng_tôi ủng_hộ anh chúc anh sức_khoẻ
63 1 45:0.05 49:0.05 61:0.09 67:0.17 128:0.05 230:0.09 285:0.11 349:0.09 370:0.1 381:0.13 382:0.11 		chúng_tôi rất ủng_hộ việc này vừa phục_vụ người đi bộ quan_trọng hơn là mỹ_quan thành_phố sẽ đẹp hơn 
64 1 64:0.19 76:0.16 194:0.22 383:0.25 384:0.25 		sáng ra thấy tin này là phấn_khởi hẳn 
65 1 174:0.53 328:0.41 335:0.44 		cảm_ơn bác hải 
66 1 1:0.03 2:0.03 21:0.01 49:0.02 59:0.04 61:0.04 128:0.02 132:0.02 177:0.04 184:0.03 186:0.03 365:0.03 385:0.05 386:0.06 388:0.12 389:0.06 390:0.05 391:0.12 394:0.04 395:0.06 396:0.06 397:0.06 398:0.06 399:0.05 400:0.06 401:0.05 402:0.06 		thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
67 1 66:0.11 128:0.1 190:0.14 210:0.22 328:0.13 329:0.17 346:0.2 		đúng hướng rồi làm mạnh đi các bác ơi 
68 1 45:0.21 403:0.57 		rất ủng_hộ phương_án này
69 1 39:0.02 77:0.03 78:0.01 96:0.03 101:0.02 112:0.02 136:0.02 153:0.04 177:0.03 227:0.03 229:0.04 252:0.03 281:0.04 322:0.03 326:0.03 364:0.03 370:0.03 399:0.08 404:0.03 405:0.04 406:0.04 407:0.04 408:0.04 409:0.04 410:0.04 411:0.04 412:0.03 413:0.06 414:0.04 415:0.04 416:0.03 417:0.04 418:0.04 419:0.04 420:0.04 421:0.04 422:0.04 423:0.03 424:0.04 425:0.04 427:0.04 		nghe mừng quá hợp lòng dân hoan_nghênh các lãnh_đạo địa_phương hết_lòng với chủ_trương đúng_đắn nầy không biết quận tân phú thế_nào ? đường lb b con đường đẹp nhất quận có triển_khai không ? các cửa_tiệm buôn_bán tự lấn_chiếm hết vĩa hè của mình còn lấn luôn của nhà kế bên một_cách ngang_nhiên 
70 1 45:0.07 66:0.08 101:0.21 428:0.38 429:0.19 430:0.14 431:0.16 		toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
71 1 45:0.28 66:0.11 281:0.12 326:0.16 329:0.17 432:0.25 433:0.25 		ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
72 1 15:0.06 45:0.03 67:0.05 79:0.07 127:0.05 140:0.07 186:0.05 220:0.05 227:0.06 434:0.09 435:0.07 436:0.09 437:0.09 438:0.05 439:0.09 440:0.07 441:0.06 442:0.07 443:0.09 444:0.09 		rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
73 1 184:0.09 264:0.08 335:0.08 344:0.11 345:0.11 365:0.07 383:0.12 385:0.12 445:0.14 446:0.14 447:0.09 		rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
74 1 66:0.06 190:0.08 195:0.09 196:0.09 309:0.11 413:0.1 448:0.14 449:0.1 450:0.12 451:0.14 		cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
75 1 5:0.1 21:0.05 45:0.06 147:0.14 186:0.11 416:0.11 417:0.15 452:0.13 453:0.17 454:0.15 455:0.11 		con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
76 1 2:0.09 5:0.1 78:0.07 112:0.1 346:0.14 413:0.12 449:0.12 455:0.11 456:0.17 		tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
77 1 227:0.25 457:0.3 458:0.38 		rất hoan_nghênh nhưng đừng để đội_giá
78 1 2:0.18 39:0.06 78:0.04 184:0.07 186:0.07 277:0.07 413:0.08 449:0.08 450:0.1 455:0.08 459:0.09 460:0.12 461:0.12 462:0.12 		tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
79 1 20:0.18 190:0.13 192:0.2 262:0.13 463:0.18 464:0.18 465:0.23 		rất tuyệt nhưng phải sử_dụng đúng đủ vốn đầu_tư  
80 1 46:0.17 466:0.28 467:0.28 468:0.28 469:0.32 		lời_nói của bộ_trưởng quả chí_lý dĩ_hòa_vi_quý mà 
81 1 46:0.11 224:0.16 466:0.18 467:0.18 468:0.18 470:0.2 471:0.2 472:0.2 473:0.2 		lời_nói của bộ_trưởng quả chí_lý tránh voi không xấu mặt chuột 
82 1 5:0.06 13:0.08 127:0.07 224:0.09 310:0.06 331:0.1 440:0.1 441:0.08 474:0.11 475:0.11 476:0.11 477:0.11 478:0.11 		đồng_ý là tránh khiêu_khích các hacker nước_ngoài nhưng chúng_ta nên cần luôn_luôn nâng cao cảnh_giác để phòng_tránh và bảo_vệ đất_nước 
83 1 46:0.17 190:0.18 317:0.19 479:0.32 		bộ_trưởng nói rất đúng không nên manh_động 
84 2 480:1.15 481:1.15 		vỗ_tay quá_trời
85 1 45:0.08 91:0.11 227:0.15 455:0.15 482:0.23 		phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
86 1 483:0.57 484:0.57 		rất chặt_chẽ và nghiêm_khắc
87 0 68:0.34 211:0.26 351:0.5 		chính_sách hay tôi tán_thành
88 1 45:0.17 		phải vậy tôi rất ủng_hộ
89 1 211:1.04 		hay
90 1 63:0.25 196:0.19 310:0.16 485:0.28 		tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
91 1 45:0.08 486:0.16 487:0.18 488:0.23 489:0.23 490:0.23 491:0.46 		tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
92 1 190:0.43 264:0.44 317:0.44 		ông nói đúng 
93 1 21:0.18 492:0.57 493:0.57 494:0.5 		1000 like cho trump
94 1 2:0.08 190:0.09 328:0.08 494:0.14 495:0.16 496:0.16 497:0.16 498:0.14 499:0.14 500:0.16 501:0.14 		đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
95 1 21:0.02 39:0.04 77:0.06 97:0.05 132:0.12 159:0.07 171:0.06 197:0.04 213:0.07 220:0.04 502:0.08 503:0.07 504:0.08 505:0.06 506:0.08 507:0.08 508:0.07 509:0.08 510:0.17 511:0.08 512:0.17 513:0.08 514:0.06 515:0.08 516:0.08 517:0.06 		một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
96 1 21:0.09 38:0.17 101:0.16 		vậy có phải là tốt cho dân không
97 1 78:0.13 112:0.18 131:0.2 211:0.14 423:0.21 518:0.28 		hay quá mình cũng sắp mua nhà 
98 1 1:0.12 2:0.23 132:0.1 222:0.18 269:0.16 270:0.16 519:0.23 520:0.2 		tuyệt_vời thật tuyệt_vời một hành_động mang tính tích_cực và rất nhân_văn 
99 1 43:0.09 45:0.05 122:0.07 186:0.08 408:0.11 454:0.11 520:0.11 521:0.1 522:0.11 523:0.13 524:0.13 525:0.13 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
100 1 2:0.07 39:0.08 195:0.1 196:0.1 230:0.1 256:0.13 503:0.13 521:0.12 522:0.13 526:0.15 527:0.15 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
101 2 142:0.72 528:0.91 		không_thể chấp_nhận
102 2 39:0.05 132:0.13 197:0.05 220:0.05 277:0.05 319:0.07 349:0.06 404:0.06 435:0.07 529:0.07 530:0.09 531:0.09 532:0.09 533:0.09 534:0.09 535:0.09 536:0.09 537:0.09 538:0.09 539:0.09 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.04 129:0.08 184:0.06 262:0.06 438:0.05 447:0.06 540:0.1 541:0.08 542:0.08 543:0.15 544:0.09 545:0.1 546:0.09 547:0.1 548:0.09 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 549:0.48 550:0.53 		không hiểu nổi 
105 2 13:0.12 21:0.05 300:0.15 308:0.14 430:0.13 551:0.13 552:0.13 553:0.35 554:0.15 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:0.04 21:0.02 118:0.11 121:0.04 128:0.06 131:0.04 132:0.03 136:0.03 247:0.06 254:0.1 278:0.04 284:0.05 322:0.1 555:0.13 556:0.12 557:0.12 558:0.06 559:0.15 560:0.07 563:0.06 564:0.07 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 447:0.17 529:0.1 552:0.09 555:0.07 556:0.1 557:0.1 565:0.13 566:0.11 567:0.08 568:0.1 569:0.11 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 79:0.04 118:0.04 132:0.02 261:0.04 262:0.03 264:0.03 269:0.04 281:0.02 412:0.04 543:0.04 555:0.1 568:0.04 569:0.05 570:0.05 571:0.05 572:0.05 573:0.03 575:0.11 576:0.05 577:0.05 578:0.05 579:0.05 580:0.05 581:0.05 582:0.05 583:0.05 584:0.05 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:0.05 128:0.06 211:0.03 278:0.03 281:0.07 284:0.05 555:0.04 556:0.05 557:0.05 563:0.05 566:0.06 568:0.05 573:0.04 585:0.11 586:0.07 587:0.07 588:0.06 589:0.05 590:0.04 591:0.07 592:0.07 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 567:0.69 593:1.0 		thôi xong
111 2 21:0.03 61:0.02 62:0.02 68:0.02 76:0.01 91:0.03 101:0.01 119:0.02 128:0.02 142:0.02 162:0.02 186:0.02 197:0.02 342:0.02 366:0.02 449:0.07 508:0.02 517:0.02 518:0.02 584:0.02 594:0.02 595:0.02 596:0.07 597:0.03 598:0.06 599:0.03 600:0.03 601:0.02 602:0.02 603:0.03 604:0.02 605:0.03 606:0.02 607:0.02 608:0.02 609:0.03 610:0.03 611:0.03 612:0.02 613:0.02 614:0.05 615:0.03 616:0.03 617:0.03 618:0.03 619:0.02 620:0.02 621:0.03 622:0.03 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.04 112:0.05 423:0.06 623:0.1 624:0.1 625:0.07 626:0.1 627:0.08 628:0.1 629:0.1 630:0.1 631:0.1 632:0.1 633:0.2 634:0.1 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.01 54:0.04 91:0.02 97:0.03 122:0.02 136:0.02 205:0.08 284:0.03 319:0.03 328:0.02 342:0.03 596:0.03 601:0.04 602:0.13 612:0.03 635:0.04 636:0.11 637:0.05 638:0.04 639:0.1 640:0.1 641:0.05 643:0.06 644:0.05 645:0.05 646:0.1 647:0.03 648:0.04 649:0.05 650:0.05 651:0.03 652:0.05 653:0.05 654:0.05 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.06 49:0.06 62:0.03 68:0.05 78:0.01 97:0.02 128:0.02 132:0.02 143:0.04 155:0.03 278:0.02 281:0.04 326:0.03 341:0.03 390:0.04 435:0.03 459:0.03 590:0.02 595:0.2 607:0.03 608:0.03 612:0.03 636:0.03 648:0.04 651:0.03 655:0.04 656:0.04 657:0.04 658:0.04 659:0.04 660:0.04 661:0.04 662:0.04 663:0.04 664:0.04 665:0.04 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.01 39:0.02 42:0.02 49:0.01 66:0.01 68:0.02 91:0.04 95:0.03 101:0.02 128:0.03 136:0.01 137:0.03 278:0.02 306:0.06 452:0.06 486:0.02 550:0.02 590:0.02 595:0.08 619:0.03 627:0.03 647:0.02 666:0.04 667:0.09 668:0.03 669:0.04 670:0.04 671:0.04 672:0.02 673:0.04 674:0.04 675:0.04 676:0.04 677:0.04 678:0.03 679:0.04 680:0.03 681:0.03 682:0.04 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:0.33 590:0.26 667:0.33 683:0.36 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:0.14 281:0.1 438:0.12 541:0.18 612:0.15 684:0.16 686:0.23 687:0.23 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
118 2 78:0.23 549:0.36 573:0.36 688:0.57 		qui_định khó hiểu quá
119 2 684:0.24 689:0.32 690:0.32 691:0.32 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
