1 1 1:0.0 2:0.0 4:0.0 5:0.0 7:0.0 8:0.0 10:0.0 11:0.0 13:0.0 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
12 1 1:0.0 70:0.0 72:0.0 97:0.0 101:0.0 102:0.0 103:0.0 104:0.0 105:0.0 106:0.0 107:0.0 108:0.0 109:0.0 110:0.0 111:0.0 112:0.0 113:0.0 115:0.0 116:0.0 118:0.0 119:0.0 120:0.0 121:0.0 122:0.0 123:0.0 124:0.0 125:0.0 126:0.0 127:0.0 128:0.0 129:0.0 130:0.0 131:0.0 132:0.0 133:0.0 136:0.0 137:0.0 		hoan_hô công_an vì dân bắc được bọn buôn chất tạo nạc vì lợi_ích của bản_thân mà bán những chất đầu_độc nhân_dân mình tôi đề_nghị nên tử_hình những kẻ này và phạt thật nặng điều_tra thêm về rau ngâm hóa_chất nửa để chúng_ta đi ăn hoạc mua một món gì không còn sợ ăn hóa_chất nữa 
13 1 70:0.0 82:0.0 91:0.0 97:0.0 105:0.0 106:0.0 110:0.0 113:0.0 118:0.0 140:0.0 142:0.0 143:0.0 144:0.0 145:0.0 146:0.0 147:0.0 148:0.0 150:0.0 151:0.0 152:0.0 153:0.0 154:0.0 155:0.0 156:0.0 		hoan_hô sự quyết_liệt này đây không_thể gọi_là chất tạo nạc mà phải gọi nó là chất đầu_độc đồng_loại tôi đề_nghị đưa tội_danh này có mức phạt hình_sự ngang với tội buôn_bán ma_túy có thế mới thực_sự là quyết_liệt 
14 1 70:0.0 71:0.0 157:0.0 158:0.0 		hoan_hô mấy anh cảnh_sát
15 1 2:0.0 5:0.0 21:0.0 38:0.0 159:0.0 160:0.0 161:0.0 162:0.0 163:0.0 164:0.0 165:0.0 166:0.0 167:0.0 168:0.0 169:0.0 171:0.0 172:0.0 173:0.0 174:0.0 175:0.0 176:0.0 177:0.0 178:0.0 180:0.0 181:0.0 184:0.0 		tuyệt_vời tôi hy_vọng đây sẽ là bước đột_phá giúp thu_hút nhân_tài để cống_hiến cho đất_nước trí_tuệ là vô_giá các nhân_tài hãy vì dân_tộc mà cống_hiến nhiều hơn_nữa những phát_minh sáng_chế cảm_ơn các đ c lãnh_đạo đã mở_rộng cho các nhân_tài nếu tốt hãy nhân rộng trên cả nước 
16 1 34:0.0 38:0.0 49:0.0 186:0.0 187:0.0 189:0.0 190:0.0 191:0.0 		rất tốt nhưng mong là những vị_trí đó đến đúng tay người xứng_đáng 
17 1 1:0.0 37:0.0 132:0.0 136:0.0 163:0.0 164:0.0 192:0.0 193:0.0 194:0.0 195:0.0 196:0.0 197:0.0 198:0.0 199:0.0 202:0.0 203:0.0 204:0.0 205:0.0 206:0.0 207:0.0 208:0.0 209:0.0 		thật tuyệt đây sẽ là một điểm sáng của việt nam trong lĩnh_vực thu_hút nhân_tài nhưng lương vẫn chỉ là một khía_cạnh còn cơ_sở vật_chất máy_móc nghiên_cứu nhưng dẫu_sao thông_tin này chắc_chắn sẽ có hiệu_quả 
18 1 2:0.0 78:0.0 128:0.0 132:0.0 197:0.0 210:0.0 211:0.0 212:0.0 213:0.0 214:0.0 215:0.0 216:0.0 217:0.0 218:0.0 219:0.0 220:0.0 221:0.0 		một hướng đi quá hay trong quá_trình thực_hiện cố_gắng bám sát cuộc_sống và nhu_cầu thực_tế của người_dân được nữa_là tuyệt_vời 
19 1 132:0.0 177:0.0 222:0.0 223:0.0 224:0.0 225:0.0 226:0.0 227:0.0 228:0.0 		một hành_động kịp_thời để tránh chảy_máu chất_xám rất hoan_nghênh lãnh_đạo tp 
20 1 211:0.0 		rất hay
21 1 2:0.0 64:0.0 78:0.0 174:0.0 229:0.0 230:0.0 		tin này quá tuyệt_vời cảm_ơn sự đúng_đắn của thành_phố 
22 1 43:0.0 45:0.0 78:0.0 101:0.0 172:0.0 231:0.0 232:0.0 233:0.0 234:0.0 235:0.0 236:0.0 238:0.0 239:0.0 240:0.0 241:0.0 242:0.0 243:0.0 246:0.0 247:0.0 248:0.0 249:0.0 250:0.0 251:0.0 252:0.0 253:0.0 254:0.0 255:0.0 256:0.0 257:0.0 258:0.0 		ủng_hộ quá tất_nhiên với những nhà_khoa_học thực_thụ không không đặt quyền_lợi cá_nhân lên trên không lạm_dụng đồng_tiền của dân nếu phát_hiện dù chỉ là một_triệu đồng thì cũng xin mời ra khỏi hội_đồng khoa_học và truy_thu gần hết số tiền đã lĩnh tất_nhiên là vẫn phải công_nhận những phát_minh và phải trừ những khoảng đó ra
23 1 45:0.0 66:0.0 259:0.0 		tôi rất ủng_hộ cách làm này 
24 1 45:0.0 46:0.0 		ủng_hộ bộ_trưởng
25 1 45:0.0 46:0.0 259:0.0 260:0.0 261:0.0 262:0.0 263:0.0 264:0.0 		rất thích cách làm_việc của bộ_trưởng   thăng ủng_hộ ông
26 1 227:0.43 		hoan_nghênh
27 1 36:0.0 45:0.0 46:0.0 265:0.0 267:0.0 268:0.0 269:0.0 270:0.0 271:0.0 		cháu ủng_hộ bộ_trưởng cần kiên_quyết dứt_khoát và mang tính triệt_để như_vậy
28 1 46:0.0 174:0.0 272:0.0 273:0.0 		rất cảm_ơn sự mạnh_mẽ và cương_quyết của bộ_trưởng 
29 1 274:0.0 		rất dũng_cảm
30 1 211:0.3 		hay
31 1 69:0.0 269:0.0 275:0.0 276:0.0 		mang thai hộ rất nhân_đạo 
32 1 39:0.0 42:0.0 64:0.0 197:0.0 211:0.0 277:0.0 278:0.0 279:0.0 280:0.0 281:0.0 		đây là tin hay nhất trong năm mà tôi từng đọc có ai giống tôi ko ?
33 1 282:0.0 		tôi hưởng_ứng 
34 1 45:0.0 283:0.0 		nhiệt_liệt ủng_hộ
35 1 68:0.0 111:0.0 132:0.0 211:0.0 284:0.0 285:0.0 		một chính_sách hay hợp_lý phục_vụ nhân_dân
36 1 1:0.0 2:0.0 21:0.0 49:0.0 119:0.0 150:0.0 220:0.0 286:0.0 287:0.0 288:0.0 289:0.0 291:0.0 292:0.0 293:0.0 294:0.0 295:0.0 296:0.0 297:0.0 298:0.0 299:0.0 300:0.0 301:0.0 302:0.0 303:0.0 304:0.0 305:0.0 306:0.0 307:0.0 308:0.0 		 đối_với ôtô chở người từ 9 chỗ trở xuống nộp lệ_phí trước_bạ lần đầu với mức thu là 10 thật tuyệt_vời vì đã giảm gánh nặng cho người_dân các tỉnh_thành vẫn hiện phải đóng 12 phí trước_bạ
37 1 309:0.0 310:0.0 		hoàn_toàn đồng_ý 
38 1 1:0.0 2:0.0 311:0.0 312:0.0 313:0.0 314:0.0 		chế_độ hỗ_trợ nữ lao_động thật tuyệt_vời 
39 1 272:0.0 		rất mạnh_mẽ
40 1 66:0.0 315:0.0 317:0.0 		tổng_thống phải vậy nói là làm
41 1 46:0.0 190:0.0 317:0.0 		bộ_trưởng nói rất đúng
42 1 91:0.0 108:0.0 112:0.0 145:0.0 190:0.0 211:0.0 319:0.0 320:0.0 322:0.0 323:0.0 324:0.0 		đúng rồi phải để bản_thân hoặc người_thân mình vào thì mới biết là nó nhỏ hay to 
43 1 211:0.0 		rất hay
44 1 325:0.0 326:0.0 		chính_xác luôn 
45 1 89:0.0 327:0.0 328:0.0 329:0.0 330:0.0 		chuẩn rồi bác ơi cần trừng_phạt thích_đáng
46 1 78:0.0 260:0.0 326:0.0 		quá thích luôn 
47 1 78:0.0 317:0.0 327:0.0 328:0.0 		bác nói chuẩn quá 
48 1 78:0.0 211:0.0 		hay quá
49 1 45:0.0 328:0.0 331:0.0 		luôn_luôn ủng_hộ bác
50 1 211:0.0 		hay phải vậy chứ 
51 1 45:0.0 220:0.0 230:0.0 329:0.0 333:0.0 334:0.0 335:0.0 		cố lên chú hải ơi người_dân thành_phố ủng_hộ chú
52 1 45:0.0 59:0.0 264:0.0 333:0.0 335:0.0 336:0.0 		tiếp_tục ủng_hộ ông hải q1 cố lên 
53 1 45:0.0 309:0.0 333:0.0 335:0.0 337:0.0 338:0.0 		hoàn_toàn ủng_hộ em hải cố lên em nhé 
54 1 1:0.0 5:0.0 36:0.0 38:0.0 66:0.0 101:0.0 184:0.0 230:0.0 264:0.0 335:0.0 340:0.0 341:0.0 342:0.0 343:0.0 344:0.0 345:0.0 346:0.0 347:0.0 		rất tốt nếu các thành_phố đều làm như_vậy thì đất_nước thật văn_minh nếu cán_bộ nào cũng_như ông đoàn ngọc hải thì nước mạnh dân giầu 
55 1 174:0.0 220:0.0 264:0.0 348:0.0 349:0.0 350:0.0 		ông rất thẳng_thắn người_dân chúng_tôi vô_cùng cảm_ơn ông rất cảm_ơn 
56 0 68:0.0 351:0.0 		tôi tán_thành với chính_sách này
57 1 45:0.0 66:0.0 67:0.0 71:0.0 140:0.0 145:0.0 272:0.0 352:0.0 354:0.0 355:0.0 356:0.0 		ủng_hộ anh làm quyết_liệt làm thường_xuyên và mạnh_mẽ hơn cái gì mà thường_xuyên nó sẽ thành thói_quen là văn_hóa 
58 1 14:0.0 127:0.0 194:0.0 264:0.0 335:0.0 357:0.0 358:0.0 359:0.0 		rất cám_ơn ông hải ông là tam gương sáng để chúng_ta học_tập
59 1 15:0.0 264:0.0 310:0.0 335:0.0 344:0.0 345:0.0 360:0.0 361:0.0 362:0.0 363:0.0 364:0.0 365:0.0 366:0.0 367:0.0 		tôi đồng_ý việc_làm của ông đoàn ngọc hải dẹp bỏ tất_cả những gì cản_trở lấn_chiếm vỉa_hè ở các đô_thị
60 2 45:0.0 66:0.0 127:0.0 228:0.0 283:0.0 340:0.0 368:0.0 369:0.0 370:0.0 372:0.0 373:0.0 374:0.0 375:0.0 		nhiệt_liệt ủng_hộ vì cái chung để có được tp sạch đẹp văn_minh phải làm ngay hôm_nay để ngày_mai chúng_ta và con_cháu được hưởng 
61 1 45:0.0 49:0.0 66:0.0 195:0.0 196:0.0 259:0.0 328:0.0 335:0.0 		tôi rất ủng_hộ cách làm bác hải việt nam rất cần những người như bác 
62 1 45:0.0 71:0.0 101:0.0 349:0.0 377:0.0 378:0.0 		dân chúng_tôi ủng_hộ anh chúc anh sức_khoẻ
63 1 45:0.0 49:0.0 61:0.0 67:0.0 128:0.0 230:0.0 285:0.0 349:0.0 370:0.0 381:0.0 382:0.0 		chúng_tôi rất ủng_hộ việc này vừa phục_vụ người đi bộ quan_trọng hơn là mỹ_quan thành_phố sẽ đẹp hơn 
64 1 64:0.0 76:0.0 194:0.0 383:0.0 384:0.0 		sáng ra thấy tin này là phấn_khởi hẳn 
65 1 174:0.0 328:0.0 335:0.0 		cảm_ơn bác hải 
66 1 1:0.0 2:0.0 21:0.0 49:0.0 59:0.0 61:0.0 128:0.0 132:0.0 177:0.0 184:0.0 186:0.0 365:0.0 385:0.0 386:0.0 388:0.0 389:0.0 390:0.0 391:0.0 394:0.0 395:0.0 396:0.0 397:0.0 398:0.0 399:0.0 400:0.0 401:0.0 402:0.0 		thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
67 1 66:0.0 128:0.0 190:0.0 210:0.0 328:0.0 329:0.0 346:0.0 		đúng hướng rồi làm mạnh đi các bác ơi 
68 1 45:0.0 403:0.0 		rất ủng_hộ phương_án này
69 1 39:0.0 77:0.0 78:0.0 96:0.0 101:0.0 112:0.0 136:0.0 153:0.0 177:0.0 227:0.0 229:0.0 252:0.0 281:0.0 322:0.0 326:0.0 364:0.0 370:0.0 399:0.0 404:0.0 405:0.0 406:0.0 407:0.0 408:0.0 409:0.0 410:0.0 411:0.0 412:0.0 413:0.0 414:0.0 415:0.0 416:0.0 417:0.0 418:0.0 419:0.0 420:0.0 421:0.0 422:0.0 423:0.0 424:0.0 425:0.0 427:0.0 		nghe mừng quá hợp lòng dân hoan_nghênh các lãnh_đạo địa_phương hết_lòng với chủ_trương đúng_đắn nầy không biết quận tân phú thế_nào ? đường lb b con đường đẹp nhất quận có triển_khai không ? các cửa_tiệm buôn_bán tự lấn_chiếm hết vĩa hè của mình còn lấn luôn của nhà kế bên một_cách ngang_nhiên 
70 1 45:0.0 66:0.0 101:0.0 428:0.0 429:0.0 430:0.0 431:0.0 		toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
71 1 45:0.0 66:0.0 281:0.0 326:0.0 329:0.0 432:0.0 433:0.0 		ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
72 1 15:0.0 45:0.0 67:0.0 79:0.0 127:0.0 140:0.0 186:0.0 220:0.0 227:0.0 434:0.0 435:0.0 436:0.0 437:0.0 438:0.0 439:0.0 440:0.0 441:0.0 442:0.0 443:0.0 444:0.0 		rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
73 1 184:0.0 264:0.0 335:0.0 344:0.0 345:0.0 365:0.0 383:0.0 385:0.0 445:0.0 446:0.0 447:0.0 		rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
74 1 66:0.0 190:0.0 195:0.0 196:0.0 309:0.0 413:0.0 448:0.0 449:0.0 450:0.0 451:0.0 		cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
75 1 5:0.0 21:0.0 45:0.0 147:0.0 186:0.0 416:0.0 417:0.0 452:0.0 453:0.0 454:0.0 455:0.0 		con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
76 1 2:0.0 5:0.0 78:0.0 112:0.0 346:0.0 413:0.0 449:0.0 455:0.0 456:0.0 		tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
77 1 227:0.0 457:0.0 458:0.0 		rất hoan_nghênh nhưng đừng để đội_giá
78 1 2:0.0 39:0.0 78:0.0 184:0.0 186:0.0 277:0.0 413:0.0 449:0.0 450:0.0 455:0.0 459:0.0 460:0.0 461:0.0 462:0.0 		tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
79 1 20:0.0 190:0.0 192:0.0 262:0.0 463:0.0 464:0.0 465:0.0 		rất tuyệt nhưng phải sử_dụng đúng đủ vốn đầu_tư  
80 1 46:0.0 466:0.0 467:0.0 468:0.0 469:0.0 		lời_nói của bộ_trưởng quả chí_lý dĩ_hòa_vi_quý mà 
81 1 46:0.0 224:0.0 466:0.0 467:0.0 468:0.0 470:0.0 471:0.0 472:0.0 473:0.0 		lời_nói của bộ_trưởng quả chí_lý tránh voi không xấu mặt chuột 
82 1 5:0.0 13:0.0 127:0.0 224:0.0 310:0.0 331:0.0 440:0.0 441:0.0 474:0.0 475:0.0 476:0.0 477:0.0 478:0.0 		đồng_ý là tránh khiêu_khích các hacker nước_ngoài nhưng chúng_ta nên cần luôn_luôn nâng cao cảnh_giác để phòng_tránh và bảo_vệ đất_nước 
83 1 46:0.0 190:0.0 317:0.0 479:0.0 		bộ_trưởng nói rất đúng không nên manh_động 
84 2 480:0.0 481:0.0 		vỗ_tay quá_trời
85 1 45:0.0 91:0.0 227:0.0 455:0.0 482:0.0 		phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
86 1 483:0.0 484:0.0 		rất chặt_chẽ và nghiêm_khắc
87 0 68:0.0 211:0.0 351:0.0 		chính_sách hay tôi tán_thành
88 1 45:0.0 		phải vậy tôi rất ủng_hộ
89 1 211:0.3 		hay
90 1 63:0.0 196:0.0 310:0.0 485:0.0 		tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
91 1 45:0.0 486:0.0 487:0.0 488:0.0 489:0.0 490:0.0 491:0.0 		tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
92 1 190:0.0 264:0.0 317:0.0 		ông nói đúng 
93 1 21:0.0 492:0.0 493:0.0 494:0.0 		1000 like cho trump
94 1 2:0.0 190:0.0 328:0.0 494:0.0 495:0.0 496:0.0 497:0.0 498:0.0 499:0.0 500:0.0 501:0.0 		đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
95 1 21:0.0 39:0.0 77:0.0 97:0.0 132:0.0 159:0.0 171:0.0 197:0.0 213:0.0 220:0.0 502:0.0 503:0.0 504:0.0 505:0.0 506:0.0 507:0.0 508:0.0 509:0.0 510:0.0 511:0.0 512:0.0 513:0.0 514:0.0 515:0.0 516:0.0 517:0.0 		một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
96 1 21:0.0 38:0.0 101:0.0 		vậy có phải là tốt cho dân không
97 1 78:0.0 112:0.0 131:0.0 211:0.0 423:0.0 518:0.0 		hay quá mình cũng sắp mua nhà 
98 1 1:0.0 2:0.0 132:0.0 222:0.0 269:0.0 270:0.0 519:0.0 520:0.0 		tuyệt_vời thật tuyệt_vời một hành_động mang tính tích_cực và rất nhân_văn 
99 1 43:0.0 45:0.0 122:0.0 186:0.0 408:0.0 454:0.0 520:0.0 521:0.0 522:0.0 523:0.0 524:0.0 525:0.0 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
100 1 2:0.0 39:0.0 195:0.0 196:0.0 230:0.0 256:0.0 503:0.0 521:0.0 522:0.0 526:0.0 527:0.0 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
101 2 142:0.0 528:0.0 		không_thể chấp_nhận
102 2 39:0.0 132:0.0 197:0.0 220:0.0 277:0.0 319:0.0 349:0.0 404:0.0 435:0.0 529:0.0 530:0.0 531:0.0 532:0.0 533:0.0 534:0.0 535:0.0 536:0.0 537:0.0 538:0.0 539:0.0 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.0 129:0.0 184:0.0 262:0.0 438:0.0 447:0.0 540:0.0 541:0.0 542:0.0 543:0.0 544:0.0 545:0.0 546:0.0 547:0.0 548:0.0 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 549:0.0 550:0.0 		không hiểu nổi 
105 2 13:0.0 21:0.0 300:0.0 308:0.0 430:0.0 551:0.0 552:0.0 553:0.0 554:0.0 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:0.0 21:0.0 118:0.0 121:0.0 128:0.0 131:0.0 132:0.0 136:0.0 247:0.0 254:0.0 278:0.0 284:0.0 322:0.0 555:0.0 556:0.0 557:0.0 558:0.0 559:0.0 560:0.0 563:0.0 564:0.0 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 447:0.0 529:0.0 552:0.0 555:0.0 556:0.0 557:0.0 565:0.0 566:0.0 567:0.0 568:0.0 569:0.0 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 79:0.0 118:0.0 132:0.0 261:0.0 262:0.0 264:0.0 269:0.0 281:0.0 412:0.0 543:0.0 555:0.0 568:0.0 569:0.0 570:0.0 571:0.0 572:0.0 573:0.0 575:0.0 576:0.0 577:0.0 578:0.0 579:0.0 580:0.0 581:0.0 582:0.0 583:0.0 584:0.0 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:0.0 128:0.0 211:0.0 278:0.0 281:0.0 284:0.0 555:0.0 556:0.0 557:0.0 563:0.0 566:0.0 568:0.0 573:0.0 585:0.0 586:0.0 587:0.0 588:0.0 589:0.0 590:0.0 591:0.0 592:0.0 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 567:0.0 593:0.0 		thôi xong
111 2 21:0.0 61:0.0 62:0.0 68:0.0 76:0.0 91:0.0 101:0.0 119:0.0 128:0.0 142:0.0 162:0.0 186:0.0 197:0.0 342:0.0 366:0.0 449:0.0 508:0.0 517:0.0 518:0.0 584:0.0 594:0.0 595:0.0 596:0.0 597:0.0 598:0.0 599:0.0 600:0.0 601:0.0 602:0.0 603:0.0 604:0.0 605:0.0 606:0.0 607:0.0 608:0.0 609:0.0 610:0.0 611:0.0 612:0.0 613:0.0 614:0.0 615:0.0 616:0.0 617:0.0 618:0.0 619:0.0 620:0.0 621:0.0 622:0.0 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.0 112:0.0 423:0.0 623:0.0 624:0.0 625:0.0 626:0.0 627:0.0 628:0.0 629:0.0 630:0.0 631:0.0 632:0.0 633:0.0 634:0.0 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.0 54:0.0 91:0.0 97:0.0 122:0.0 136:0.0 205:0.0 284:0.0 319:0.0 328:0.0 342:0.0 596:0.0 601:0.0 602:0.0 612:0.0 635:0.0 636:0.0 637:0.0 638:0.0 639:0.0 640:0.0 641:0.0 643:0.0 644:0.0 645:0.0 646:0.0 647:0.0 648:0.0 649:0.0 650:0.0 651:0.0 652:0.0 653:0.0 654:0.0 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.0 49:0.0 62:0.0 68:0.0 78:0.0 97:0.0 128:0.0 132:0.0 143:0.0 155:0.0 278:0.0 281:0.0 326:0.0 341:0.0 390:0.0 435:0.0 459:0.0 590:0.0 595:0.0 607:0.0 608:0.0 612:0.0 636:0.0 648:0.0 651:0.0 655:0.0 656:0.0 657:0.0 658:0.0 659:0.0 660:0.0 661:0.0 662:0.0 663:0.0 664:0.0 665:0.0 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.0 39:0.0 42:0.0 49:0.0 66:0.0 68:0.0 91:0.0 95:0.0 101:0.0 128:0.0 136:0.0 137:0.0 278:0.0 306:0.0 452:0.0 486:0.0 550:0.0 590:0.0 595:0.0 619:0.0 627:0.0 647:0.0 666:0.0 667:0.0 668:0.0 669:0.0 670:0.0 671:0.0 672:0.0 673:0.0 674:0.0 675:0.0 676:0.0 677:0.0 678:0.0 679:0.0 680:0.0 681:0.0 682:0.0 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:0.0 590:0.0 667:0.0 683:0.0 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:0.0 281:0.0 438:0.0 541:0.0 612:0.0 684:0.0 686:0.0 687:0.0 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
118 2 78:0.0 549:0.0 573:0.0 688:0.0 		qui_định khó hiểu quá
119 2 684:0.0 689:0.0 690:0.0 691:0.0 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
